miRNA,Enrichment FDR,nGenes,Pathway Genes,Fold Enrichment,Pathway,URL,Genes,Dataset
miR-4728-5p,0.009970234575,14,1290,2.503977968,GO:0000166 nucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0000166,RP20_CCG002897 RP20_CCG003697 RP20_CCG004459.2 CCG007520.1 RP20_CCG008498 RP20_CCG008785 CCG013590.1 RP20_CCG013836.3 CCG015473.1 CCG016238.1 RP20_CCG020334 RP20_CCG021835 CCG025494.1 CCG027115.1,GO Molecular Function
miR-4728-5p,0.005615938494,28,3353,1.92671135,GO:0043167 ion binding,http://amigo.geneontology.org/amigo/term/GO:0043167,RP20_CCG002897 RP20_CCG003697 CCG004132.1 RP20_CCG004459.2 RP20_CCG004462 CCG007520.1 CCG008319.2 RP20_CCG008498 RP20_CCG008785 RP20_CCG011742 RP20_CCG011744 RP20_CCG012249 CCG013590.1 RP20_CCG013836.3 RP20_CCG014779 CCG015473.1 CCG015582.1 CCG016162.1 CCG016238.1 RP20_CCG020334 RP20_CCG020703 CCG021458.1 RP20_CCG021835 RP20_CCG023350 RP20_CCG026317 CCG027115.1 RP20_CCG027168 RP20_CCG028366,GO Molecular Function
miR-976-5p,0.001789271665,2,4,194.8333333,GO:0072583 clathrin-dependent endocytosis,http://amigo.geneontology.org/amigo/term/GO:0072583,CCG007727.1 RP20_CCG010796,GO Biological Process
miR-976-5p,0.001789271665,2,4,194.8333333,GO:0006898 receptor-mediated endocytosis,http://amigo.geneontology.org/amigo/term/GO:0006898,CCG007727.1 RP20_CCG010796,GO Biological Process
miR-976-5p,0.002052244879,2,6,129.8888889,GO:0043545 molybdopterin cofactor metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0043545,RP20_CCG015866 CCG027011.1,GO Biological Process
miR-976-5p,0.002052244879,2,6,129.8888889,GO:0051189 prosthetic group metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0051189,RP20_CCG015866 CCG027011.1,GO Biological Process
miR-976-5p,0.002052244879,2,6,129.8888889,GO:0006777 Mo-molybdopterin cofactor biosynthetic proc.,http://amigo.geneontology.org/amigo/term/GO:0006777,RP20_CCG015866 CCG027011.1,GO Biological Process
miR-976-5p,0.002052244879,2,6,129.8888889,GO:0019720 Mo-molybdopterin cofactor metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0019720,RP20_CCG015866 CCG027011.1,GO Biological Process
miR-976-5p,0.001789271665,5,136,14.32598039,GO:0006886 intracellular protein transport,http://amigo.geneontology.org/amigo/term/GO:0006886,CCG003235.1 CCG004387.1 CCG007727.1 RP20_CCG010796 CCG026170.1,GO Biological Process
miR-976-5p,0.001789271665,5,153,12.73420479,GO:0034613 cellular protein localization,http://amigo.geneontology.org/amigo/term/GO:0034613,CCG003235.1 CCG004387.1 CCG007727.1 RP20_CCG010796 CCG026170.1,GO Biological Process
miR-976-5p,0.001789271665,5,154,12.65151515,GO:0070727 cellular macromolecule localization,http://amigo.geneontology.org/amigo/term/GO:0070727,CCG003235.1 CCG004387.1 CCG007727.1 RP20_CCG010796 CCG026170.1,GO Biological Process
miR-976-5p,0.001789271665,6,250,9.352,GO:0046907 intracellular transport,http://amigo.geneontology.org/amigo/term/GO:0046907,CCG003235.1 CCG004387.1 CCG007727.1 CCG008116.1 RP20_CCG010796 CCG026170.1,GO Biological Process
miR-976-5p,0.002052244879,6,274,8.532846715,GO:0051649 establishment of localization in cell,http://amigo.geneontology.org/amigo/term/GO:0051649,CCG003235.1 CCG004387.1 CCG007727.1 CCG008116.1 RP20_CCG010796 CCG026170.1,GO Biological Process
miR-976-5p,0.002130316181,6,302,7.741721854,GO:0051641 cellular localization,http://amigo.geneontology.org/amigo/term/GO:0051641,CCG003235.1 CCG004387.1 CCG007727.1 CCG008116.1 RP20_CCG010796 CCG026170.1,GO Biological Process
miR-976-5p,0.002130316181,6,302,7.741721854,GO:0071705 nitrogen compound transport,http://amigo.geneontology.org/amigo/term/GO:0071705,CCG003235.1 CCG004387.1 CCG007727.1 RP20_CCG009367 RP20_CCG010796 CCG026170.1,GO Biological Process
miR-976-5p,0.004635061382,6,357,6.549019608,GO:0043043 peptide biosynthetic proc.,http://amigo.geneontology.org/amigo/term/GO:0043043,CCG002018.1 RP20_CCG010133 RP20_CCG019400 CCG020474.1 RP20_CCG024828.2 RP20_CCG026099,GO Biological Process
miR-976-5p,0.005070760356,6,374,6.251336898,GO:0043604 amide biosynthetic proc.,http://amigo.geneontology.org/amigo/term/GO:0043604,CCG002018.1 RP20_CCG010133 RP20_CCG019400 CCG020474.1 RP20_CCG024828.2 RP20_CCG026099,GO Biological Process
miR-976-5p,0.001789271665,9,653,5.370597243,GO:1901566 organonitrogen compound biosynthetic proc.,http://amigo.geneontology.org/amigo/term/GO:1901566,CCG002018.1 RP20_CCG010133 CCG012626.1 RP20_CCG015866 RP20_CCG019400 CCG020474.1 RP20_CCG024828.2 RP20_CCG026099 CCG027011.1,GO Biological Process
miR-976-5p,0.001796228896,12,1250,3.7408,GO:0044267 cellular protein metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0044267,CCG002018.1 RP20_CCG003693 CCG004698.1 CCG007937.2 RP20_CCG010133 RP20_CCG015866 RP20_CCG017609.3 RP20_CCG019400 CCG020474.1 RP20_CCG024828.2 RP20_CCG026317 CCG027011.1,GO Biological Process
miR-976-5p,0.004338905166,13,1707,2.967584456,GO:1901576 organic substance biosynthetic proc.,http://amigo.geneontology.org/amigo/term/GO:1901576,RP20_CCG001034 CCG002018.1 RP20_CCG004562 RP20_CCG010133 CCG012626.1 RP20_CCG015866 CCG017793.1 RP20_CCG019400 CCG020474.1 RP20_CCG023880 RP20_CCG024828.2 RP20_CCG026099 CCG027011.1,GO Biological Process
miR-976-5p,0.004635061382,13,1739,2.912976807,GO:0009058 biosynthetic proc.,http://amigo.geneontology.org/amigo/term/GO:0009058,RP20_CCG001034 CCG002018.1 RP20_CCG004562 RP20_CCG010133 CCG012626.1 RP20_CCG015866 CCG017793.1 RP20_CCG019400 CCG020474.1 RP20_CCG023880 RP20_CCG024828.2 RP20_CCG026099 CCG027011.1,GO Biological Process
miR-976-5p,0.004941840215,15,2264,2.581713781,GO:1901564 organonitrogen compound metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:1901564,CCG002018.1 RP20_CCG003693 CCG004698.1 CCG007937.2 RP20_CCG010133 CCG012626.1 RP20_CCG015866 RP20_CCG017609.3 RP20_CCG019400 CCG020474.1 RP20_CCG024828.2 RP20_CCG026099 RP20_CCG026317 RP20_CCG026400.2 CCG027011.1,GO Biological Process
miR-976-5p,0.0004725579774,2,3,259.7777778,GO:0030122 AP-2 adaptor complex,http://amigo.geneontology.org/amigo/term/GO:0030122,CCG007727.1 RP20_CCG010796,GO Cellular Component
miR-976-5p,0.0005391833881,2,4,194.8333333,GO:0030128 clathrin coat of endocytic vesicle,http://amigo.geneontology.org/amigo/term/GO:0030128,CCG007727.1 RP20_CCG010796,GO Cellular Component
miR-976-5p,0.0005391833881,2,4,194.8333333,GO:0030669 clathrin-coated endocytic vesicle membrane,http://amigo.geneontology.org/amigo/term/GO:0030669,CCG007727.1 RP20_CCG010796,GO Cellular Component
miR-976-5p,0.0005391833881,2,4,194.8333333,GO:0045334 clathrin-coated endocytic vesicle,http://amigo.geneontology.org/amigo/term/GO:0045334,CCG007727.1 RP20_CCG010796,GO Cellular Component
miR-976-5p,0.0006977990216,2,5,155.8666667,GO:0030132 clathrin coat of coated pit,http://amigo.geneontology.org/amigo/term/GO:0030132,CCG007727.1 RP20_CCG010796,GO Cellular Component
miR-976-5p,0.0006977990216,2,5,155.8666667,GO:0030666 endocytic vesicle membrane,http://amigo.geneontology.org/amigo/term/GO:0030666,CCG007727.1 RP20_CCG010796,GO Cellular Component
miR-976-5p,0.0009404891998,2,6,129.8888889,GO:0030139 endocytic vesicle,http://amigo.geneontology.org/amigo/term/GO:0030139,CCG007727.1 RP20_CCG010796,GO Cellular Component
miR-976-5p,0.001481465454,2,8,97.41666667,GO:0030125 clathrin vesicle coat,http://amigo.geneontology.org/amigo/term/GO:0030125,CCG007727.1 RP20_CCG010796,GO Cellular Component
miR-976-5p,0.001604378286,2,9,86.59259259,GO:0005905 clathrin-coated pit,http://amigo.geneontology.org/amigo/term/GO:0005905,CCG007727.1 RP20_CCG010796,GO Cellular Component
miR-976-5p,0.001604378286,2,9,86.59259259,GO:0030665 clathrin-coated vesicle membrane,http://amigo.geneontology.org/amigo/term/GO:0030665,CCG007727.1 RP20_CCG010796,GO Cellular Component
miR-976-5p,0.001868717769,2,10,77.93333333,GO:0030131 clathrin adaptor complex,http://amigo.geneontology.org/amigo/term/GO:0030131,CCG007727.1 RP20_CCG010796,GO Cellular Component
miR-976-5p,0.002137742705,2,11,70.84848485,GO:0030136 clathrin-coated vesicle,http://amigo.geneontology.org/amigo/term/GO:0030136,CCG007727.1 RP20_CCG010796,GO Cellular Component
miR-976-5p,0.00268605996,2,13,59.94871795,GO:0030118 clathrin coat,http://amigo.geneontology.org/amigo/term/GO:0030118,CCG007727.1 RP20_CCG010796,GO Cellular Component
miR-976-5p,0.00268605996,2,13,59.94871795,GO:0030119 AP-type membrane coat adaptor complex,http://amigo.geneontology.org/amigo/term/GO:0030119,CCG007727.1 RP20_CCG010796,GO Cellular Component
miR-976-5p,0.005524354469,2,19,41.01754386,GO:0030120 vesicle coat,http://amigo.geneontology.org/amigo/term/GO:0030120,CCG007727.1 RP20_CCG010796,GO Cellular Component
miR-976-5p,0.007001556324,2,24,32.47222222,GO:0030662 coated vesicle membrane,http://amigo.geneontology.org/amigo/term/GO:0030662,CCG007727.1 RP20_CCG010796,GO Cellular Component
miR-976-5p,0.001481465454,3,43,27.18604651,GO:0098797 plasma membrane protein complex,http://amigo.geneontology.org/amigo/term/GO:0098797,CCG007727.1 RP20_CCG010796 CCG024898.1,GO Cellular Component
miR-976-5p,0.000185147995,13,1170,4.32962963,GO:0032991 protein-containing complex,http://amigo.geneontology.org/amigo/term/GO:0032991,RP20_CCG002846 RP20_CCG004459.2 CCG007727.1 CCG008116.1 RP20_CCG010796 RP20_CCG015866 CCG017793.1 RP20_CCG019400 RP20_CCG024828.2 CCG024898.1 CCG026170.1 RP20_CCG026317 CCG027011.1,GO Cellular Component
miR-976-5p,0.0001039302355,16,1599,3.899103606,GO:0005737 cytoplasm,http://amigo.geneontology.org/amigo/term/GO:0005737,CCG002018.1 CCG003235.1 CCG004387.1 RP20_CCG004459.2 CCG007727.1 RP20_CCG009367 RP20_CCG010133 RP20_CCG010796 RP20_CCG013836.3 RP20_CCG015866 CCG017793.1 RP20_CCG019400 CCG020474.1 RP20_CCG024828.2 CCG026170.1 CCG027011.1,GO Cellular Component
miR-976-5p,0.000185147995,23,3623,2.473732634,GO:0005622 intracellular anatomical structure,http://amigo.geneontology.org/amigo/term/GO:0005622,RP20_CCG001034 CCG002018.1 RP20_CCG002219 RP20_CCG002846 CCG003235.1 CCG004387.1 RP20_CCG004459.2 RP20_CCG004562 CCG007727.1 CCG008116.1 RP20_CCG009367 RP20_CCG010133 RP20_CCG010796 RP20_CCG013836.3 RP20_CCG015866 RP20_CCG017609.3 CCG017793.1 RP20_CCG019400 CCG020474.1 RP20_CCG024828.2 CCG026170.1 RP20_CCG026317 CCG027011.1,GO Cellular Component
miR-976-5p,0.001357586745,2,4,194.8333333,GO:0035615 clathrin adaptor activity,http://amigo.geneontology.org/amigo/term/GO:0035615,CCG007727.1 RP20_CCG010796,GO Molecular Function
miR-976-5p,0.001357586745,2,4,194.8333333,GO:0140312 cargo adaptor activity,http://amigo.geneontology.org/amigo/term/GO:0140312,CCG007727.1 RP20_CCG010796,GO Molecular Function
miR-976-5p,0.005035276687,2,8,97.41666667,GO:0016783 sulfurtransferase activity,http://amigo.geneontology.org/amigo/term/GO:0016783,RP20_CCG015866 CCG027011.1,GO Molecular Function
miR-976-5p,0.007030244232,2,11,70.84848485,GO:0030276 clathrin binding,http://amigo.geneontology.org/amigo/term/GO:0030276,CCG007727.1 RP20_CCG010796,GO Molecular Function
miR-976-5p,0.001357586745,3,19,61.52631579,GO:0030674 protein-macromolecule adaptor activity,http://amigo.geneontology.org/amigo/term/GO:0030674,CCG003235.1 CCG007727.1 RP20_CCG010796,GO Molecular Function
miR-976-5p,0.001357586745,3,23,50.82608696,GO:0060090 molecular adaptor activity,http://amigo.geneontology.org/amigo/term/GO:0060090,CCG003235.1 CCG007727.1 RP20_CCG010796,GO Molecular Function
miR-976-5p,0.02577041965,2,36,21.64814815,GO:0016782 transferase activity transferring sulphur-containing groups,http://amigo.geneontology.org/amigo/term/GO:0016782,RP20_CCG015866 CCG027011.1,GO Molecular Function
miR-976-5p,0.0150522075,4,206,7.566343042,GO:0005525 GTP binding,http://amigo.geneontology.org/amigo/term/GO:0005525,CCG000949.1 RP20_CCG010133 RP20_CCG021374 RP20_CCG023880,GO Molecular Function
miR-976-5p,0.0150522075,4,210,7.422222222,GO:0019001 guanyl nucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0019001,CCG000949.1 RP20_CCG010133 RP20_CCG021374 RP20_CCG023880,GO Molecular Function
miR-976-5p,0.0150522075,4,210,7.422222222,GO:0032561 guanyl ribonucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0032561,CCG000949.1 RP20_CCG010133 RP20_CCG021374 RP20_CCG023880,GO Molecular Function
miR-976-5p,0.007030244232,11,1281,3.346083789,GO:0043168 anion binding,http://amigo.geneontology.org/amigo/term/GO:0043168,CCG000949.1 CCG002018.1 RP20_CCG004459.2 CCG004698.1 RP20_CCG010133 CCG011190.1 RP20_CCG013836.3 RP20_CCG021374 RP20_CCG023880 RP20_CCG024828.2 RP20_CCG026099,GO Molecular Function
miR-976-5p,0.0150522075,9,1087,3.226310948,GO:0035639 purine ribonucleoside triphosphate binding,http://amigo.geneontology.org/amigo/term/GO:0035639,CCG000949.1 CCG002018.1 RP20_CCG004459.2 CCG004698.1 RP20_CCG010133 RP20_CCG021374 RP20_CCG023880 RP20_CCG024828.2 RP20_CCG026099,GO Molecular Function
miR-976-5p,0.0150522075,9,1095,3.202739726,GO:0032555 purine ribonucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0032555,CCG000949.1 CCG002018.1 RP20_CCG004459.2 CCG004698.1 RP20_CCG010133 RP20_CCG021374 RP20_CCG023880 RP20_CCG024828.2 RP20_CCG026099,GO Molecular Function
miR-976-5p,0.0150522075,9,1098,3.193989071,GO:0017076 purine nucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0017076,CCG000949.1 CCG002018.1 RP20_CCG004459.2 CCG004698.1 RP20_CCG010133 RP20_CCG021374 RP20_CCG023880 RP20_CCG024828.2 RP20_CCG026099,GO Molecular Function
miR-976-5p,0.0150522075,9,1107,3.16802168,GO:0032553 ribonucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0032553,CCG000949.1 CCG002018.1 RP20_CCG004459.2 CCG004698.1 RP20_CCG010133 RP20_CCG021374 RP20_CCG023880 RP20_CCG024828.2 RP20_CCG026099,GO Molecular Function
miR-976-5p,0.008838413133,11,1377,3.112805616,GO:0036094 small molecule binding,http://amigo.geneontology.org/amigo/term/GO:0036094,CCG000949.1 CCG002018.1 RP20_CCG004459.2 CCG004698.1 RP20_CCG010133 CCG011190.1 RP20_CCG013836.3 RP20_CCG021374 RP20_CCG023880 RP20_CCG024828.2 RP20_CCG026099,GO Molecular Function
miR-976-5p,0.0150522075,10,1290,3.020671835,GO:0000166 nucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0000166,CCG000949.1 CCG002018.1 RP20_CCG004459.2 CCG004698.1 RP20_CCG010133 RP20_CCG013836.3 RP20_CCG021374 RP20_CCG023880 RP20_CCG024828.2 RP20_CCG026099,GO Molecular Function
miR-976-5p,0.0150522075,10,1290,3.020671835,GO:1901265 nucleoside phosphate binding,http://amigo.geneontology.org/amigo/term/GO:1901265,CCG000949.1 CCG002018.1 RP20_CCG004459.2 CCG004698.1 RP20_CCG010133 RP20_CCG013836.3 RP20_CCG021374 RP20_CCG023880 RP20_CCG024828.2 RP20_CCG026099,GO Molecular Function
miR-976-5p,0.008689573726,14,2082,2.620236952,GO:0005515 protein binding,http://amigo.geneontology.org/amigo/term/GO:0005515,RP20_CCG001034 RP20_CCG003693 CCG004387.1 RP20_CCG004459.2 CCG007727.1 CCG010457.1 RP20_CCG010796 RP20_CCG017609.3 CCG017793.1 RP20_CCG019400 RP20_CCG021374 CCG021458.1 RP20_CCG026317 RP20_CCG028366,GO Molecular Function
miR-976-5p,0.0133523793,18,3353,2.091858038,GO:0043167 ion binding,http://amigo.geneontology.org/amigo/term/GO:0043167,CCG000949.1 CCG002018.1 RP20_CCG004459.2 CCG004698.1 RP20_CCG008705 RP20_CCG010133 CCG011190.1 RP20_CCG013836.3 CCG016454.1 RP20_CCG017609.3 CCG020474.1 RP20_CCG021374 CCG021458.1 RP20_CCG023880 RP20_CCG024828.2 RP20_CCG026099 RP20_CCG026317 RP20_CCG028366,GO Molecular Function
miR-998,0.004678058129,2,3,254.1304348,GO:0032482 Rab protein signal transduction,http://amigo.geneontology.org/amigo/term/GO:0032482,CCG013738.1 CCG016318.3,GO Biological Process
miR-998,0.03209569311,2,15,50.82608696,GO:0007265 Ras protein signal transduction,http://amigo.geneontology.org/amigo/term/GO:0007265,CCG013738.1 CCG016318.3,GO Biological Process
miR-998,0.01298860329,3,41,27.89236479,GO:0061919 proc. utilizing autophagic mechanism,http://amigo.geneontology.org/amigo/term/GO:0061919,CCG005424.1 CCG013738.1 CCG016318.3,GO Biological Process
miR-998,0.01298860329,3,41,27.89236479,GO:0006914 autophagy,http://amigo.geneontology.org/amigo/term/GO:0006914,CCG005424.1 CCG013738.1 CCG016318.3,GO Biological Process
miR-998,0.03209569311,20,3743,2.03684559,GO:0044237 cellular metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0044237,RP20_CCG002219 CCG002759.1 RP20_CCG003501 RP20_CCG003693 RP20_CCG004562 CCG005424.1 RP20_CCG006965 RP20_CCG008785 CCG012626.1 CCG013738.1 RP20_CCG013836.3 RP20_CCG015580 CCG016238.1 CCG016318.3 CCG017793.1 RP20_CCG023646 RP20_CCG024803 RP20_CCG026096 CCG027115.1 CCG027817.1,GO Biological Process
miR-998,0.001772980013,2,4,190.5978261,GO:0061617 MICOS complex,http://amigo.geneontology.org/amigo/term/GO:0061617,RP20_CCG013111 CCG013807.1,GO Cellular Component
miR-998,0.001772980013,2,7,108.9130435,GO:0031304 intrinsic component of mitochondrial inner membrane,http://amigo.geneontology.org/amigo/term/GO:0031304,RP20_CCG013111 CCG013807.1,GO Cellular Component
miR-998,0.001772980013,2,8,95.29891304,GO:0032592 integral component of mitochondrial membrane,http://amigo.geneontology.org/amigo/term/GO:0032592,RP20_CCG013111 CCG013807.1,GO Cellular Component
miR-998,0.001772980013,3,40,28.58967391,GO:0098800 inner mitochondrial membrane protein complex,http://amigo.geneontology.org/amigo/term/GO:0098800,RP20_CCG003501 RP20_CCG013111 CCG013807.1,GO Cellular Component
miR-998,0.003107263845,3,54,21.17753623,GO:0098798 mitochondrial protein-containing complex,http://amigo.geneontology.org/amigo/term/GO:0098798,RP20_CCG003501 RP20_CCG013111 CCG013807.1,GO Cellular Component
miR-998,0.01411364264,2,38,20.06292906,GO:0031300 intrinsic component of organelle membrane,http://amigo.geneontology.org/amigo/term/GO:0031300,RP20_CCG013111 CCG013807.1,GO Cellular Component
miR-998,0.01411364264,2,38,20.06292906,GO:0031301 integral component of organelle membrane,http://amigo.geneontology.org/amigo/term/GO:0031301,RP20_CCG013111 CCG013807.1,GO Cellular Component
miR-998,0.01355221476,3,117,9.774247492,GO:0005743 mitochondrial inner membrane,http://amigo.geneontology.org/amigo/term/GO:0005743,RP20_CCG003501 RP20_CCG013111 CCG013807.1,GO Cellular Component
miR-998,0.01411364264,3,124,9.222475456,GO:0019866 organelle inner membrane,http://amigo.geneontology.org/amigo/term/GO:0019866,RP20_CCG003501 RP20_CCG013111 CCG013807.1,GO Cellular Component
miR-998,0.02135207423,3,150,7.623913043,GO:0031966 mitochondrial membrane,http://amigo.geneontology.org/amigo/term/GO:0031966,RP20_CCG003501 RP20_CCG013111 CCG013807.1,GO Cellular Component
miR-998,0.02384636004,4,309,4.934571549,GO:0005739 mitochondrion,http://amigo.geneontology.org/amigo/term/GO:0005739,RP20_CCG003501 RP20_CCG013111 CCG013807.1 CCG020775.1,GO Cellular Component
miR-998,0.009914378062,6,503,4.547065433,GO:0031090 organelle membrane,http://amigo.geneontology.org/amigo/term/GO:0031090,RP20_CCG003501 CCG005424.1 CCG009267.1 RP20_CCG013111 CCG013807.1 CCG022521.1,GO Cellular Component
miR-998,0.01024421125,11,1599,2.622359083,GO:0005737 cytoplasm,http://amigo.geneontology.org/amigo/term/GO:0005737,RP20_CCG003501 CCG005424.1 CCG009267.1 CCG012059.1 RP20_CCG013111 CCG013807.1 RP20_CCG013836.3 CCG017793.1 CCG020775.1 CCG022521.1 CCG025948.4,GO Cellular Component
miR-998,0.01020560721,15,2632,2.172467623,GO:0043231 intracellular membrane-bounded organelle,http://amigo.geneontology.org/amigo/term/GO:0043231,RP20_CCG002219 RP20_CCG003501 RP20_CCG004562 CCG005424.1 CCG009267.1 CCG012059.1 RP20_CCG013111 CCG013807.1 RP20_CCG013836.3 RP20_CCG015580 CCG017793.1 CCG020733.1 CCG020775.1 CCG022521.1 CCG027115.1,GO Cellular Component
miR-998,0.004709519848,18,3176,2.160428759,GO:0043229 intracellular organelle,http://amigo.geneontology.org/amigo/term/GO:0043229,RP20_CCG002219 RP20_CCG003501 RP20_CCG004562 CCG005424.1 CCG009267.1 CCG012059.1 RP20_CCG013111 CCG013807.1 RP20_CCG013836.3 RP20_CCG015580 CCG017793.1 CCG020733.1 CCG020775.1 CCG022521.1 RP20_CCG024803 RP20_CCG026096 CCG027115.1 CCG027817.1,GO Cellular Component
miR-998,0.004756192994,18,3209,2.138211823,GO:0043226 organelle,http://amigo.geneontology.org/amigo/term/GO:0043226,RP20_CCG002219 RP20_CCG003501 RP20_CCG004562 CCG005424.1 CCG009267.1 CCG012059.1 RP20_CCG013111 CCG013807.1 RP20_CCG013836.3 RP20_CCG015580 CCG017793.1 CCG020733.1 CCG020775.1 CCG022521.1 RP20_CCG024803 RP20_CCG026096 CCG027115.1 CCG027817.1,GO Cellular Component
miR-998,0.01159416179,15,2707,2.112277349,GO:0043227 membrane-bounded organelle,http://amigo.geneontology.org/amigo/term/GO:0043227,RP20_CCG002219 RP20_CCG003501 RP20_CCG004562 CCG005424.1 CCG009267.1 CCG012059.1 RP20_CCG013111 CCG013807.1 RP20_CCG013836.3 RP20_CCG015580 CCG017793.1 CCG020733.1 CCG020775.1 CCG022521.1 CCG027115.1,GO Cellular Component
miR-998,0.006623139334,19,3623,1.999093953,GO:0005622 intracellular anatomical structure,http://amigo.geneontology.org/amigo/term/GO:0005622,RP20_CCG002219 RP20_CCG003501 RP20_CCG004562 CCG005424.1 CCG009267.1 CCG012059.1 RP20_CCG013111 CCG013807.1 RP20_CCG013836.3 RP20_CCG015580 CCG017793.1 CCG020733.1 CCG020775.1 CCG022521.1 RP20_CCG024803 CCG025948.4 RP20_CCG026096 CCG027115.1 CCG027817.1,GO Cellular Component
miR-998,0.02327287407,2,34,22.42327366,GO:0008276 protein methyltransferase activity,http://amigo.geneontology.org/amigo/term/GO:0008276,RP20_CCG023646 RP20_CCG024803,GO Molecular Function
miR-998,0.004925607131,4,143,10.66281545,GO:0003924 GTPase activity,http://amigo.geneontology.org/amigo/term/GO:0003924,RP20_CCG009340 CCG013738.1 CCG016085.1 CCG016318.3,GO Molecular Function
miR-998,0.01998244827,3,109,10.49162345,GO:0015399 primary active transmembrane transporter activity,http://amigo.geneontology.org/amigo/term/GO:0015399,RP20_CCG003501 CCG014561.1 CCG026052.1,GO Molecular Function
miR-998,0.01589549491,4,206,7.401857324,GO:0005525 GTP binding,http://amigo.geneontology.org/amigo/term/GO:0005525,RP20_CCG009340 CCG013738.1 CCG016085.1 CCG016318.3,GO Molecular Function
