Gene stable ID,Transcript stable ID,Gene name,UniProtKB/TrEMBL ID,UniParc ID
AAEL004582,AAEL004582-RB,,Q17CH6,UPI000B781453
AAEL003677,AAEL003677-RA,,A0A1S4F5C9,UPI000B7861CD
AAEL003677,AAEL003677-RA,,A0A0P6J615,UPI000B7861CD
AAEL003677,AAEL003677-RA,,Q17ES5,UPI000B7861CD
AAEL012881,AAEL012881-RA,,A0A1S4FXW5,UPI00043B99FC
AAEL012881,AAEL012881-RA,,Q16KT8,UPI00043B99FC
AAEL007044,AAEL007044-RA,,A0A1S4FFB7,UPI00043BCDEE
AAEL007044,AAEL007044-RA,,Q173Q0,UPI00043BCDEE
AAEL027496,AAEL027496-RA,,,UPI000B772D32
AAEL011162,AAEL011162-RA,,Q16QW4,UPI0000DAAE71
AAEL003127,AAEL003127-RB,,Q17G94,UPI000B7870F4
AAEL019625,AAEL019625-RF,,Q0C725,UPI000B770F64
AAEL019625,AAEL019625-RE,,,UPI000B782F08
AAEL019625,AAEL019625-RD,,,UPI000B782F08
AAEL019625,AAEL019625-RC,,A0A1S4EUP9,UPI000B796AFA
AAEL019625,AAEL019625-RB,,,UPI000B779B15
AAEL019625,AAEL019625-RA,,,UPI000B78D525
AAEL005943,AAEL005943-RB,,Q178C1,UPI000B7820B1
AAEL005943,AAEL005943-RB,,A0A1S4FBZ6,UPI000B7820B1
AAEL005943,AAEL005943-RB,,A0A0P6K0S2,UPI000B7820B1
AAEL001548,AAEL001548-RA,,Q17KR8,UPI0000DA8AF9
AAEL018178,AAEL018178-RB,,Q16VW3,UPI000B795E89
AAEL018178,AAEL018178-RB,,Q16VW2,UPI000B795E89
AAEL018178,AAEL018178-RB,,A0A1S4G756,UPI000B795E89
AAEL007298,AAEL007298-RC,,Q172Q8,UPI0000DAA001
AAEL007298,AAEL007298-RC,,Q172Q7,UPI0000DAA001
AAEL007298,AAEL007298-RD,,Q172Q8,UPI0000DAA001
AAEL007298,AAEL007298-RB,,Q172Q8,UPI0000DAA001
AAEL025987,AAEL025987-RA,,,UPI000B7840CC
AAEL027439,AAEL027439-RA,,,UPI000B775346
AAEL013336,AAEL013336-RA,,Q16JH1,UPI0000DAB6CE
AAEL003142,AAEL003142-RA,,A0A1S4F453,UPI000B786B87
AAEL003142,AAEL003142-RA,,Q17G93,UPI000B786B87
AAEL008262,AAEL008262-RB,,Q16Z82,UPI000B7782BD
AAEL008262,AAEL008262-RB,,A0A0N8ES24,UPI000B7782BD
AAEL012578,AAEL012578-RA,,Q1HRL1,UPI0000D76DEE
AAEL012578,AAEL012578-RA,,Q16LP7,UPI0000D76DEE
AAEL025569,AAEL025569-RD,,,UPI000B771956
AAEL025569,AAEL025569-RC,,,UPI000B773490
AAEL025569,AAEL025569-RB,,Q17EX1,UPI000B773490
AAEL025569,AAEL025569-RB,,Q1DGR7,UPI000B773490
AAEL025569,AAEL025569-RA,,,UPI000B773490
AAEL010291,AAEL010291-RE,,Q16TB8,UPI0000DAAB41
AAEL010291,AAEL010291-RD,,Q16TB8,UPI0000DAAB41
AAEL010291,AAEL010291-RA,,Q16TB8,UPI0000DAAB41
AAEL010291,AAEL010291-RC,,Q16TB8,UPI0000DAAB41
AAEL010291,AAEL010291-RB,,Q16TB8,UPI0000DAAB41
AAEL001220,AAEL001220-RC,ck,,UPI000B76EF88
AAEL001220,AAEL001220-RB,ck,,UPI000B76EF88
AAEL024089,AAEL024089-RA,,,UPI000B77E1FB
AAEL014010,AAEL014010-RB,ppk102,Q16HJ1,UPI000B76D6B5
AAEL014010,AAEL014010-RB,ppk102,A0A1S4G0K6,UPI000B76D6B5
AAEL005768,AAEL005768-RA,,A0A1S4FBM6,UPI000B77D7B5
AAEL005768,AAEL005768-RA,,Q178T3,UPI000B77D7B5
AAEL007197,AAEL007197-RB,,,UPI000B78C845
AAEL007197,AAEL007197-RA,,A0A1S4FFU4,UPI000B791C30
AAEL007197,AAEL007197-RA,,Q173C1,UPI000B791C30
AAEL026227,AAEL026227-RA,,Q16HI8,UPI000B78B871
AAEL026227,AAEL026227-RA,,Q16HI9,UPI000B78B871
AAEL026227,AAEL026227-RA,,Q16MI6,UPI000B78B871
AAEL026227,AAEL026227-RA,,A0A1S4G0T7,UPI000B78B871
AAEL019692,AAEL019692-RA,,Q16X76,UPI000B784D3B
AAEL004837,AAEL004837-RA,,Q0IFI3,UPI0000E263E1
AAEL004837,AAEL004837-RA,,Q0IFI5,UPI0000E263E1
AAEL024010,AAEL024010-RC,,,UPI000B7763D7
AAEL024010,AAEL024010-RB,,,UPI000B7763D7
AAEL024010,AAEL024010-RA,,,UPI000B775A57
AAEL006918,AAEL006918-RA,,A0A1S4FF73,UPI000B786A75
AAEL006918,AAEL006918-RA,,Q174E8,UPI000B786A75
AAEL006918,AAEL006918-RB,,A0A1S4FEX9,UPI000B775CB6
AAEL006918,AAEL006918-RB,,Q1HR15,UPI000B775CB6
AAEL006918,AAEL006918-RB,,Q174E7,UPI000B775CB6
AAEL006918,AAEL006918-RC,,,UPI000B787006
AAEL004933,AAEL004933-RA,,A0A1S4F923,UPI000B794ADD
AAEL004933,AAEL004933-RA,,Q16GZ0,UPI000B794ADD
AAEL004933,AAEL004933-RA,,Q17BM4,UPI000B794ADD
AAEL013756,AAEL013756-RF,,,UPI000B771217
AAEL013756,AAEL013756-RG,,,UPI000B771217
AAEL013756,AAEL013756-RE,,,UPI000B771217
AAEL013756,AAEL013756-RD,,,UPI000B771217
AAEL013756,AAEL013756-RA,,Q16I91,UPI0000DAB864
AAEL013756,AAEL013756-RH,,Q16I91,UPI0000DAB864
AAEL013756,AAEL013756-RB,,,UPI000B771217
AAEL013756,AAEL013756-RC,,,UPI000B771217
AAEL000758,AAEL000758-RB,,Q17N85,UPI0000DA87A9
AAEL000758,AAEL000758-RB,,Q17N86,UPI0000DA87A9
AAEL000979,AAEL000979-RA,,Q17ML6,UPI0000DA887F
AAEL012702,AAEL012702-RA,,A0A1S4FWY8,UPI00043B9A7B
AAEL012702,AAEL012702-RA,,Q16LB7,UPI00043B9A7B
AAEL001437,AAEL001437-RG,,,UPI000B771ADF
AAEL001437,AAEL001437-RF,,Q17LA6,UPI000B773F3B
AAEL001437,AAEL001437-RE,,,UPI000B78940C
AAEL001437,AAEL001437-RD,,,UPI000B771ADF
AAEL001437,AAEL001437-RC,,,UPI000B795A59
AAEL001437,AAEL001437-RB,,,UPI000B771ADF
AAEL009124,AAEL009124-RA,CYP6N12,Q16WR9,UPI0000DAA6C5
AAEL005530,AAEL005530-RA,,Q179T5,UPI0000DA9943
AAEL013163,AAEL013163-RA,,Q16JZ1,UPI0000DAB62A
AAEL005659,AAEL005659-RA,,A0A1S4FB56,UPI000B793149
AAEL005659,AAEL005659-RA,,Q179E7,UPI000B793149
AAEL004496,AAEL004496-RE,,,UPI000B76E12F
AAEL004496,AAEL004496-RD,,,UPI000B77D5F3
AAEL004496,AAEL004496-RC,,Q0IFN0,UPI000B76E12F
AAEL004496,AAEL004496-RB,,,UPI000B76E12F
AAEL000239,AAEL000239-RB,,Q17PU7,UPI000B782714
AAEL026256,AAEL026256-RA,,Q16GA2,UPI000B77593D
AAEL026256,AAEL026256-RA,,A0A1S4G1S6,UPI000B77593D
AAEL026256,AAEL026256-RA,,Q16KK2,UPI000B77593D
AAEL008451,AAEL008451-RA,,A0A1S4FJM3,UPI000B78B9E7
AAEL008451,AAEL008451-RA,,Q16YR2,UPI000B78B9E7
AAEL008451,AAEL008451-RA,,O02652,UPI000B78B9E7
AAEL004006,AAEL004006-RB,,Q17DY3,UPI0009360ABE
AAEL027809,AAEL027809-RA,,Q16HM8,UPI000B770F22
AAEL027809,AAEL027809-RA,,A0A1S4G0I8,UPI000B770F22
AAEL008718,AAEL008718-RA,,A0A1S4FK72,UPI000B77751D
AAEL008718,AAEL008718-RA,,Q16XZ0,UPI000B77751D
AAEL002819,AAEL002819-RA,,Q17GY6,UPI0000DA9002
AAEL002819,AAEL002819-RC,,Q17GY5,UPI0000DA9003
AAEL002819,AAEL002819-RC,,Q17GY4,UPI0000DA9003
AAEL011842,AAEL011842-RA,,Q16NW0,UPI0000DAB118
AAEL010414,AAEL010414-RA,,A0A1S4FQ86,UPI000B78C8AC
AAEL010414,AAEL010414-RA,,Q16T26,UPI000B78C8AC
AAEL010414,AAEL010414-RB,,,UPI000B76C579
AAEL010316,AAEL010316-RA,,Q0IEI7,UPI0000E264AF
AAEL022105,AAEL022105-RA,,A0A0P6ISX3,UPI000B79A99B
AAEL022105,AAEL022105-RA,,Q16NG4,UPI000B79A99B
AAEL022105,AAEL022105-RA,,Q16GT5,UPI000B79A99B
AAEL008609,AAEL008609-RA,,A0A1S4FK88,UPI000B799F9D
AAEL008609,AAEL008609-RA,,Q6J6D6,UPI000B799F9D
AAEL008609,AAEL008609-RA,,Q16YB9,UPI000B799F9D
AAEL022893,AAEL022893-RA,,,UPI000B791701
AAEL003754,AAEL003754-RA,,A0A1S4F5K6,UPI000B79059D
AAEL003754,AAEL003754-RC,,,UPI000B78C76D
AAEL003754,AAEL003754-RB,,A0A1S4F5M5,UPI000B78A481
AAEL003754,AAEL003754-RE,,,UPI000B772152
AAEL003754,AAEL003754-RD,,,UPI000B7952CD
AAEL003754,AAEL003754-RF,,,UPI000B78C7E4
AAEL006567,AAEL006567-RJ,,,UPI000B774AB4
AAEL006567,AAEL006567-RI,,,UPI000B774AB4
AAEL006567,AAEL006567-RH,,,UPI000B776A30
AAEL006567,AAEL006567-RG,,,UPI000B774AB4
AAEL006567,AAEL006567-RF,,Q175Q6,UPI000B774AB4
AAEL006567,AAEL006567-RE,,,UPI000B774AB4
AAEL006567,AAEL006567-RD,,,UPI000B7979AA
AAEL006567,AAEL006567-RC,,,UPI000B774AB4
AAEL006567,AAEL006567-RB,,,UPI000B778215
AAEL021091,AAEL021091-RC,,,UPI000B7808E4
AAEL021091,AAEL021091-RB,,,UPI000B7808E4
AAEL021091,AAEL021091-RA,,,UPI000B7808E4
AAEL006900,AAEL006900-RA,,Q174G1,UPI0000DA9E7C
AAEL006384,AAEL006384-RA,,Q176H4,UPI0000DA9C89
AAEL006384,AAEL006384-RA,,Q1DGR0,UPI0000DA9C89
AAEL006384,AAEL006384-RA,,A0A1S4G510,UPI0000DA9C89
AAEL002235,AAEL002235-RD,,,UPI000B781795
AAEL002235,AAEL002235-RF,,,UPI000B781795
AAEL002235,AAEL002235-RI,,,UPI000B781795
AAEL002235,AAEL002235-RA,,A0A1S4F147,UPI000B789749
AAEL002235,AAEL002235-RA,,Q17IW1,UPI000B789749
AAEL002235,AAEL002235-RG,,,UPI000B781795
AAEL002235,AAEL002235-RE,,,UPI000B781795
AAEL002235,AAEL002235-RH,,,UPI000B781795
AAEL002235,AAEL002235-RC,,,UPI000B781795
AAEL002235,AAEL002235-RB,,,UPI000B781795
AAEL006102,AAEL006102-RA,,A0A1S4FCK2,UPI000B78A9C7
AAEL006102,AAEL006102-RA,,Q177L3,UPI000B78A9C7
AAEL006102,AAEL006102-RA,,Q177K9,UPI000B78A9C7
AAEL000320,AAEL000320-RA,CYP325T1,Q17PE0,UPI0001D4B7FD
AAEL004819,AAEL004819-RA,,A0A1S4F8Q1,UPI000B77F366
AAEL004819,AAEL004819-RA,,Q17BT3,UPI000B77F366
AAEL013410,AAEL013410-RA,,Q16J85,UPI0000DAB71E
AAEL009745,AAEL009745-RC,,Q16UY1,UPI000B7760E8
AAEL009745,AAEL009745-RB,,,UPI000B786120
AAEL000603,AAEL000603-RB,,A0A1S4EWB5,UPI000B76E9F5
AAEL000603,AAEL000603-RB,,Q17NS2,UPI000B76E9F5
AAEL000889,AAEL000889-RA,,A0A1S4EX56,UPI000B78753C
AAEL000889,AAEL000889-RA,,Q17MW9,UPI000B78753C
AAEL024420,AAEL024420-RA,,,UPI000B78F1E5
AAEL027832,AAEL027832-RA,,Q178I9,UPI000B7806B5
AAEL027832,AAEL027832-RA,,A0A1S4FBT7,UPI000B7806B5
AAEL027832,AAEL027832-RA,,A0A0P6IYE6,UPI000B7806B5
AAEL013172,AAEL013172-RB,,Q16JY2,UPI000B799723
AAEL013172,AAEL013172-RB,,Q16QE4,UPI000B799723
AAEL004146,AAEL004146-RA,CRY1,,UPI000B78B79D
AAEL009182,AAEL009182-RA,,A0A1S4FLJ7,UPI000B792932
AAEL009182,AAEL009182-RA,,Q16WL9,UPI000B792932
AAEL009182,AAEL009182-RA,,Q16EJ8,UPI000B792932
AAEL024679,AAEL024679-RA,,,UPI000B784CEC
AAEL022185,AAEL022185-RA,,,UPI000B77C700
AAEL011570,AAEL011570-RA,,A0A1S4FU33,UPI000B79ADC2
AAEL011570,AAEL011570-RA,,Q16PP4,UPI000B79ADC2
AAEL013490,AAEL013490-RA,,Q16J04,UPI0000DAB76D
AAEL013490,AAEL013490-RC,,Q16J04,UPI0000DAB76D
AAEL013490,AAEL013490-RB,,Q16J04,UPI0000DAB76D
AAEL007564,AAEL007564-RA,,A0A1S4FH58,UPI00043BB478
AAEL007564,AAEL007564-RA,,Q171Q7,UPI00043BB478
AAEL004563,AAEL004563-RA,,Q1HQM1,UPI0000D76F3A
AAEL020171,AAEL020171-RA,,J9HIN6,UPI000B78FA99
AAEL026982,AAEL026982-RA,,,UPI000B794362
AAEL010455,AAEL010455-RA,,A0A1S4FQL2,UPI000B78C5B2
AAEL010455,AAEL010455-RA,,Q16SZ2,UPI000B78C5B2
AAEL010455,AAEL010455-RA,,Q16PS7,UPI000B78C5B2
AAEL011873,AAEL011873-RC,Uev1A,Q1HR39,UPI0000D76E94
AAEL011873,AAEL011873-RA,Uev1A,Q1HR39,UPI0000D76E94
AAEL011873,AAEL011873-RA,Uev1A,Q1DGG0,UPI0000D76E94
AAEL011873,AAEL011873-RB,Uev1A,Q1HR39,UPI0000D76E94
AAEL007248,AAEL007248-RB,,A0A1S4FAU5,UPI000B78918D
AAEL007248,AAEL007248-RB,,Q172U9,UPI000B78918D
AAEL007248,AAEL007248-RB,,Q16QQ1,UPI000B78918D
AAEL007248,AAEL007248-RB,,A0A1S4FG24,UPI000B78918D
AAEL011261,AAEL011261-RD,,,UPI000B79780A
AAEL011261,AAEL011261-RA,,A0A1S4FT60,UPI000B7952E2
AAEL011261,AAEL011261-RA,,Q16QJ6,UPI000B7952E2
AAEL011261,AAEL011261-RC,,,UPI000B79780A
AAEL011261,AAEL011261-RB,,,UPI000B78A840
AAEL024517,AAEL024517-RB,,,UPI000B76CA28
AAEL024517,AAEL024517-RA,,Q17CC2,UPI000B78AAD2
AAEL024249,AAEL024249-RA,,,UPI000B76FA31
AAEL017132,AAEL017132-RC,LYSC4,,UPI000B79ADA8
AAEL017132,AAEL017132-RD,LYSC4,A0A1S4G5X5,UPI000B79163C
AAEL017132,AAEL017132-RA,LYSC4,A0A1S4G5X5,UPI000B79163C
AAEL017132,AAEL017132-RB,LYSC4,J9HIZ6,UPI000B77C184
AAEL025968,AAEL025968-RB,,Q16HL0,UPI000B76E1CB
AAEL003354,AAEL003354-RA,,Q17FN6,UPI0000DA91BB
AAEL003354,AAEL003354-RA,,Q16WG8,UPI0000DA91BB
AAEL003354,AAEL003354-RA,,A0A0P6IUE8,UPI0000DA91BB
AAEL004585,AAEL004585-RA,,Q17CE5,UPI0000DA95D2
AAEL024345,AAEL024345-RB,,A0A0P6J0M2,UPI000B779469
AAEL024345,AAEL024345-RA,,Q0IEX2,UPI000B780815
AAEL005641,AAEL005641-RA,CTLGA5,A0A1S4FB41,UPI000B76C8A0
AAEL005641,AAEL005641-RA,CTLGA5,Q179G7,UPI000B76C8A0
AAEL026504,AAEL026504-RA,,,UPI000B77B240
AAEL009379,AAEL009379-RB,mRpL33,Q16W07,UPI0000DAA7BD
AAEL009379,AAEL009379-RB,mRpL33,A0A1S4FM56,UPI0000DAA7BD
AAEL007097,AAEL007097-RA,,Q0IF18,UPI0000E264CD
AAEL024425,AAEL024425-RA,,A0A1S4F7A0,UPI000B77975E
AAEL024425,AAEL024425-RA,,Q17D44,UPI000B77975E
AAEL019719,AAEL019719-RB,,Q177W2,UPI0000DA9B0E
AAEL019719,AAEL019719-RA,,Q177W2,UPI0000DA9B0E
AAEL001400,AAEL001400-RA,,Q17L91,UPI0000DA8A4F
AAEL010367,AAEL010367-RC,,,UPI000B76B93A
AAEL010367,AAEL010367-RB,,Q16T62,UPI000B774D3C
AAEL010367,AAEL010367-RB,,A0A1S4FQC5,UPI000B774D3C
AAEL004976,AAEL004976-RA,,Q17BG8,UPI0000DA9710
AAEL019858,AAEL019858-RA,,Q17PX5,UPI000B78606E
AAEL019858,AAEL019858-RA,,Q17PX6,UPI000B78606E
AAEL005045,AAEL005045-RC,,,UPI000B78E952
AAEL005045,AAEL005045-RB,,Q17B96,UPI000B78E952
AAEL004317,AAEL004317-RA,,Q17D57,UPI0000DA94D3
AAEL004607,AAEL004607-RA,,,UPI000B7757D1
AAEL024479,AAEL024479-RA,,Q16LN5,UPI000B789D18
AAEL024479,AAEL024479-RA,,Q16LN6,UPI000B789D18
AAEL024479,AAEL024479-RA,,A0A1S4G7V2,UPI000B789D18
AAEL001346,AAEL001346-RC,,,UPI000B794400
AAEL001346,AAEL001346-RB,,,UPI000B781A64
AAEL001346,AAEL001346-RA,,Q17LH6,UPI0000DA89FA
AAEL027674,AAEL027674-RA,,Q16NK4,UPI0000DA9921
AAEL024689,AAEL024689-RA,,,UPI000B779399
AAEL019780,AAEL019780-RB,,,UPI000B7846D6
AAEL019780,AAEL019780-RA,,Q16QY3,UPI000B7909F0
AAEL019780,AAEL019780-RA,,J9HI79,UPI000B7909F0
AAEL010762,AAEL010762-RA,Arp8,,UPI0000E2641F
AAEL010762,AAEL010762-RB,Arp8,,UPI0000E2641F
AAEL002669,AAEL002669-RA,,Q17HJ4,UPI0000DA8F38
AAEL013058,AAEL013058-RA,,Q16KB5,UPI0000DAB5B7
AAEL013058,AAEL013058-RA,,Q16L13,UPI0000DAB5B7
AAEL028112,AAEL028112-RB,,,UPI000B78C732
AAEL028112,AAEL028112-RA,,Q17Q28,UPI000B78C732
AAEL023919,AAEL023919-RC,,Q16U90,UPI000B788E4D
AAEL023919,AAEL023919-RB,,,UPI000B788E4D
AAEL023919,AAEL023919-RA,,,UPI000B788E4D
AAEL024844,AAEL024844-RA,,,UPI000B79415F
AAEL009392,AAEL009392-RA,,A0A1S4FM74,UPI000B775FA8
AAEL009392,AAEL009392-RA,,Q16VX2,UPI000B775FA8
AAEL013258,AAEL013258-RA,,Q16JP3,UPI0000DAB688
AAEL013258,AAEL013258-RB,,,UPI000B784B83
AAEL008807,AAEL008807-RA,,Q16XQ0,UPI0000DAA582
AAEL014419,AAEL014419-RA,,Q16GD5,UPI0000DABAD5
AAEL014419,AAEL014419-RA,,Q17EL5,UPI0000DABAD5
AAEL019585,AAEL019585-RA,,Q17GD8,UPI000B788B0C
AAEL019585,AAEL019585-RA,,A0A0P6K146,UPI000B788B0C
AAEL019585,AAEL019585-RA,,Q0IGG4,UPI000B788B0C
AAEL026274,AAEL026274-RB,,,UPI000B77AFFB
AAEL026274,AAEL026274-RA,,Q176G3,UPI000B77AFFB
AAEL026274,AAEL026274-RA,,Q17IB8,UPI000B77AFFB
AAEL005946,AAEL005946-RA,,Q178D3,UPI0000DA9ACB
AAEL008410,AAEL008410-RD,,,UPI000B7860E2
AAEL008410,AAEL008410-RC,,Q16YW9,UPI0000DA89F7
AAEL008410,AAEL008410-RB,,Q16YW9,UPI0000DA89F7
AAEL010012,AAEL010012-RA,sar1,Q1HR30,UPI0000D76E9D
AAEL025999,AAEL025999-RA,,Q52UT2,UPI00005D61BE
AAEL000812,AAEL000812-RA,,Q17N14,UPI0000DA87EF
AAEL001326,AAEL001326-RA,,Q17LG9,UPI0000DA8A01
AAEL025383,AAEL025383-RB,,Q16V39,UPI000B798183
AAEL025383,AAEL025383-RA,,,UPI000B798183
AAEL006271,AAEL006271-RD,CUSOD2,Q176T4,UPI0000DA9C1E
AAEL009092,AAEL009092-RA,,Q16WU6,UPI0000DAA6AB
AAEL009092,AAEL009092-RA,,Q16WU5,UPI0000DAA6AB
AAEL021867,AAEL021867-RA,,,UPI000B7863E9
AAEL021320,AAEL021320-RA,,,UPI000B77D456
AAEL019995,AAEL019995-RB,,A0A0N8ERY3,UPI0006EC4263
AAEL019995,AAEL019995-RB,,Q16RH1,UPI0006EC4263
AAEL019995,AAEL019995-RB,,Q16WN1,UPI0006EC4263
AAEL019995,AAEL019995-RA,,A0A0N8ERY3,UPI0006EC4263
AAEL009886,AAEL009886-RA,CCC3,A0A1S4FNU9,UPI000B772810
AAEL009886,AAEL009886-RA,CCC3,Q16UI2,UPI000B772810
AAEL009886,AAEL009886-RB,CCC3,,UPI000B791FCB
AAEL025509,AAEL025509-RA,,Q0IG12,UPI000B791623
AAEL022449,AAEL022449-RA,,,UPI000B79A265
AAEL008279,AAEL008279-RC,,Q16ZA1,UPI000B773E2A
AAEL008279,AAEL008279-RC,,A0A1S4FJ03,UPI000B773E2A
AAEL008279,AAEL008279-RB,,,UPI000B792098
AAEL000878,AAEL000878-RA,,A0A1S4EX77,UPI000B77198F
AAEL000878,AAEL000878-RA,,Q17MU0,UPI000B77198F
AAEL010998,AAEL010998-RA,,A0A1S4FRV4,UPI00043B9F90
AAEL010998,AAEL010998-RA,,Q16RC8,UPI00043B9F90
AAEL004487,AAEL004487-RA,,Q0IFP0,UPI0000E262DA
AAEL006236,AAEL006236-RA,,Q176W9,UPI0000DA9BFB
AAEL006236,AAEL006236-RA,,Q176W8,UPI0000DA9BFB
AAEL006051,AAEL006051-RA,,A0A1S4FCD9,UPI000B7811DE
AAEL006051,AAEL006051-RA,,Q177R0,UPI000B7811DE
AAEL007687,AAEL007687-RA,,Q171C2,UPI0000DAA17A
AAEL009084,AAEL009084-RA,,A0A1S4FL93,UPI000B793421
AAEL009084,AAEL009084-RA,,Q16WV2,UPI000B793421
AAEL024618,AAEL024618-RD,,,UPI000B76F4C8
AAEL024618,AAEL024618-RC,,Q17LM5,UPI000B78C321
AAEL024618,AAEL024618-RB,,,UPI000B785DEE
AAEL024618,AAEL024618-RA,,,UPI000B76FE92
AAEL009649,AAEL009649-RA,,A0A1S4FN33,UPI000B78AFB7
AAEL009649,AAEL009649-RA,,Q0IEK9,UPI000B78AFB7
AAEL000087,AAEL000087-RB,,A0A1S4EUW6,UPI000B78B181
AAEL000087,AAEL000087-RB,,Q0C7A6,UPI000B78B181
AAEL002880,AAEL002880-RA,,A0A1S4F3C2,UPI000B79613C
AAEL002880,AAEL002880-RA,,Q17GV5,UPI000B79613C
AAEL006945,AAEL006945-RD,,Q174C5,UPI0000DA9E9F
AAEL006945,AAEL006945-RC,,Q174C5,UPI0000DA9E9F
AAEL008501,AAEL008501-RB,,Q16YL1,UPI000B790083
AAEL008501,AAEL008501-RB,,A0A0P6K0P9,UPI000B790083
AAEL000305,AAEL000305-RA,,Q17PG7,UPI0000DA8612
AAEL022076,AAEL022076-RH,,,UPI000B788601
AAEL022076,AAEL022076-RG,,A0A1S4F6Y6,UPI000B76D7DB
AAEL022076,AAEL022076-RG,,Q17DG6,UPI000B76D7DB
AAEL022076,AAEL022076-RF,,A0A1S4F6Y6,UPI000B788601
AAEL022076,AAEL022076-RF,,Q17DG6,UPI000B788601
AAEL022076,AAEL022076-RE,,,UPI000B77A4BA
AAEL022076,AAEL022076-RD,,,UPI000B787513
AAEL022076,AAEL022076-RC,,,UPI000B76D7DB
AAEL022076,AAEL022076-RB,,,UPI000B787513
AAEL022076,AAEL022076-RA,,,UPI000B781341
AAEL012500,AAEL012500-RA,,A0A1S4FWP1,UPI00043BB0E4
AAEL012500,AAEL012500-RA,,Q16LX1,UPI00043BB0E4
AAEL027016,AAEL027016-RA,,,UPI000B78C224
AAEL011551,AAEL011551-RA,,A0A1S4FTI5,UPI000B76CBAE
AAEL011551,AAEL011551-RA,,Q16PR4,UPI000B76CBAE
AAEL022967,AAEL022967-RA,,,UPI000B779F2E
AAEL017101,AAEL017101-RA,,J9HZ50,UPI0001D4B649
AAEL013737,AAEL013737-RA,,Q16IA9,UPI0000DAB853
AAEL019984,AAEL019984-RA,,J9HJB4,UPI000B7745F8
AAEL021093,AAEL021093-RA,,A0A1S4EXM0,UPI000B78495C
AAEL021093,AAEL021093-RA,,Q17ML2,UPI000B78495C
AAEL014171,AAEL014171-RA,,Q16H35,UPI0000DAB9E7
AAEL014171,AAEL014171-RA,,Q0IFI8,UPI0000DAB9E7
AAEL002243,AAEL002243-RA,,A0A1S4F170,UPI000B77EA41
AAEL005269,AAEL005269-RE,,,UPI000B78A71B
AAEL005269,AAEL005269-RD,,Q17AK0,UPI000B78A71B
AAEL027356,AAEL027356-RA,,Q16LL1,UPI000B78F556
AAEL003712,AAEL003712-RA,LYSC10,Q672J4,UPI000042B167
AAEL003712,AAEL003712-RA,LYSC10,Q16V63,UPI000042B167
AAEL003712,AAEL003712-RA,LYSC10,Q8T9V5,UPI000042B167
AAEL008723,AAEL008723-RC,,Q16XY6,UPI0000DAA530
AAEL008723,AAEL008723-RD,,Q16XY6,UPI0000DAA530
AAEL008723,AAEL008723-RB,,Q16XY7,UPI0000DAA52F
AAEL008723,AAEL008723-RA,,Q16XY6,UPI0000DAA530
AAEL010453,AAEL010453-RB,,Q16PS8,UPI0000DAABB9
AAEL010658,AAEL010658-RA,,Q16S99,UPI0000DAACA1
AAEL000258,AAEL000258-RB,,Q17PQ5,UPI0000DA85BB
AAEL000258,AAEL000258-RB,,Q17PQ4,UPI0000DA85BB
AAEL011993,AAEL011993-RA,,A0A1S4FUY0,UPI00043BD347
AAEL011993,AAEL011993-RA,,Q16NF1,UPI00043BD347
AAEL011993,AAEL011993-RB,,A0A1S4FUY0,UPI00043BD347
AAEL011993,AAEL011993-RC,,A0A1S4FUY0,UPI00043BD347
AAEL012419,AAEL012419-RA,,Q16M56,UPI0000DAB354
AAEL017056,AAEL017056-RB,PGRPS4,Q173S9,UPI0000DA9EFC
AAEL010222,AAEL010222-RC,,,UPI000B778208
AAEL010222,AAEL010222-RA,,Q16TJ0,UPI0000DAAAFF
AAEL010222,AAEL010222-RA,,Q5IED5,UPI0000DAAAFF
AAEL010222,AAEL010222-RA,,Q9NFF4,UPI0000DAAAFF
AAEL010222,AAEL010222-RF,,,UPI000B77BC41
AAEL010222,AAEL010222-RD,,,UPI000B796C96
AAEL010222,AAEL010222-RB,,Q16TJ1,UPI0000DAAAFE
AAEL010222,AAEL010222-RB,,Q5VJ78,UPI0000DAAAFE
AAEL010222,AAEL010222-RE,,,UPI000B7718C9
AAEL025915,AAEL025915-RC,,A0A1S4EZU7,UPI000B79289D
AAEL025915,AAEL025915-RB,,,UPI000B7803E4
AAEL025915,AAEL025915-RA,,Q17KB5,UPI000B7803E4
AAEL025915,AAEL025915-RA,,Q5EE11,UPI000B7803E4
AAEL025915,AAEL025915-RA,,Q58FS0,UPI000B7803E4
AAEL000140,AAEL000140-RA,,Q17Q20,UPI0000DA8548
AAEL000140,AAEL000140-RB,,,UPI000B792376
AAEL005580,AAEL005580-RA,,Q179M8,UPI0000DA997A
AAEL004183,AAEL004183-RB,,Q0IFR6,UPI0000E26543
AAEL004183,AAEL004183-RB,,A0A1S4F720,UPI0000E26543
AAEL005049,AAEL005049-RA,,A0A1S4F9E6,UPI000B779E2C
AAEL005049,AAEL005049-RA,,Q17B83,UPI000B779E2C
AAEL003234,AAEL003234-RA,,Q1HRM4,UPI0000D76DE1
AAEL003234,AAEL003234-RA,,Q17MY2,UPI0000D76DE1
AAEL005239,AAEL005239-RF,,A0A1S4F9Y8,UPI00043B9FA7
AAEL005239,AAEL005239-RE,,A0A1S4F9Y8,UPI00043B9FA7
