"species","mirna","enrichment_fdr","n_genes","pathway_genes","fold_enrichment","pathway","url","genes","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","ensembl_id"
"Aedes albopictus","aal-miR-276-5p",4.06e-07,7,86,27.9856361,"GO:0046982 protein heterodimerization activity","http://amigo.geneontology.org/amigo/term/GO:0046982","RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 RP20_CCG028388","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",9.63e-07,8,160,17.1911765,"GO:0046983 protein dimerization activity","http://amigo.geneontology.org/amigo/term/GO:0046983","RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 CCG017793.1 RP20_CCG028388","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00311454,7,470,5.12077597,"GO:0005198 structural molecule activity","http://amigo.geneontology.org/amigo/term/GO:0005198","RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 RP20_CCG028388","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00243521,9,705,4.38923655,"GO:0003677 DNA binding","http://amigo.geneontology.org/amigo/term/GO:0003677","RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 CCG017793.1 RP20_CCG022918 RP20_CCG028388","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00243521,10,887,3.87625174,"GO:0005524 ATP binding","http://amigo.geneontology.org/amigo/term/GO:0005524","RP20_CCG001881 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 CCG016238.1 RP20_CCG024828.2 RP20_CCG026099 CCG027115.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00243521,10,895,3.84160368,"GO:0032559 adenyl ribonucleotide binding","http://amigo.geneontology.org/amigo/term/GO:0032559","RP20_CCG001881 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 CCG016238.1 RP20_CCG024828.2 RP20_CCG026099 CCG027115.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00243521,10,898,3.82876982,"GO:0030554 adenyl nucleotide binding","http://amigo.geneontology.org/amigo/term/GO:0030554","RP20_CCG001881 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 CCG016238.1 RP20_CCG024828.2 RP20_CCG026099 CCG027115.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00243521,11,1087,3.47935494,"GO:0035639 purine ribonucleoside triphosphate binding","http://amigo.geneontology.org/amigo/term/GO:0035639","RP20_CCG001881 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 CCG016238.1 RP20_CCG021374 RP20_CCG024828.2 RP20_CCG026099 CCG027115.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00243521,11,1095,3.453935,"GO:0032555 purine ribonucleotide binding","http://amigo.geneontology.org/amigo/term/GO:0032555","RP20_CCG001881 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 CCG016238.1 RP20_CCG021374 RP20_CCG024828.2 RP20_CCG026099 CCG027115.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00243521,11,1098,3.44449802,"GO:0017076 purine nucleotide binding","http://amigo.geneontology.org/amigo/term/GO:0017076","RP20_CCG001881 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 CCG016238.1 RP20_CCG021374 RP20_CCG024828.2 RP20_CCG026099 CCG027115.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00243521,11,1107,3.41649397,"GO:0032553 ribonucleotide binding","http://amigo.geneontology.org/amigo/term/GO:0032553","RP20_CCG001881 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 CCG016238.1 RP20_CCG021374 RP20_CCG024828.2 RP20_CCG026099 CCG027115.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",2.22e-05,20,2082,3.30281969,"GO:0005515 protein binding","http://amigo.geneontology.org/amigo/term/GO:0005515","RP20_CCG001881 RP20_CCG002835 CCG003084.1 RP20_CCG003693 CCG006898.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 CCG011270.1 CCG017793.1 RP20_CCG021374 CCG021458.1 CCG022536.3 CCG023595.1 CCG024740.2 CCG025919.1 RP20_CCG026317 RP20_CCG028366 RP20_CCG028388","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00243521,12,1281,3.22082932,"GO:0043168 anion binding","http://amigo.geneontology.org/amigo/term/GO:0043168","RP20_CCG001881 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 CCG015582.1 CCG016238.1 RP20_CCG021374 RP20_CCG024828.2 RP20_CCG026099 CCG027115.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00077101,25,3951,2.17554752,"GO:1901363 heterocyclic compound binding","http://amigo.geneontology.org/amigo/term/GO:1901363","RP20_CCG001881 RP20_CCG002219 RP20_CCG002835 CCG003084.1 RP20_CCG005310.2 RP20_CCG005741 RP20_CCG007138 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG009115 CCG010136.1 CCG010649.1 CCG011270.1 RP20_CCG015580 CCG016238.1 CCG017793.1 CCG020979.1 RP20_CCG021374 RP20_CCG022918 RP20_CCG024828.2 CCG025919.1 RP20_CCG026099 CCG027115.1 RP20_CCG028388","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00077101,25,3954,2.17389687,"GO:0097159 organic cyclic compound binding","http://amigo.geneontology.org/amigo/term/GO:0097159","RP20_CCG001881 RP20_CCG002219 RP20_CCG002835 CCG003084.1 RP20_CCG005310.2 RP20_CCG005741 RP20_CCG007138 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG009115 CCG010136.1 CCG010649.1 CCG011270.1 RP20_CCG015580 CCG016238.1 CCG017793.1 CCG020979.1 RP20_CCG021374 RP20_CCG022918 RP20_CCG024828.2 CCG025919.1 RP20_CCG026099 CCG027115.1 RP20_CCG028388","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.02316841,1,4,85.95588235,"Path:aalb00520 Amino sugar and nucleotide sugar metabolism","http://www.genome.jp/kegg-bin/show_pathway?aalb00520","RP20_CCG020662","KEGG",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.02316841,1,4,85.95588235,"Path:aalb01250 Biosynthesis of nucleotide sugars","http://www.genome.jp/kegg-bin/show_pathway?aalb01250","RP20_CCG020662","KEGG",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",0.00039627,2,3,220.566038,"GO:0140647 P450-containing electron transport chain","http://amigo.geneontology.org/amigo/term/GO:0140647","CCG010324.1 RP20_CCG014289","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",0.00067236,2,4,165.424528,"GO:0045332 phospholipid translocation","http://amigo.geneontology.org/amigo/term/GO:0045332","RP20_CCG000855 CCG006730.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",1.93e-06,4,10,132.339623,"GO:0034204 lipid translocation","http://amigo.geneontology.org/amigo/term/GO:0034204","RP20_CCG000855 CCG006730.1 RP20_CCG009481 RP20_CCG016202","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",1.93e-06,4,10,132.339623,"GO:0097035 reg. of membrane lipid distribution","http://amigo.geneontology.org/amigo/term/GO:0097035","RP20_CCG000855 CCG006730.1 RP20_CCG009481 RP20_CCG016202","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",7.74e-05,3,10,99.254717,"GO:0005976 polysaccharide metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0005976","CCG009527.1 RP20_CCG009697 CCG025015.2","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",7.74e-05,3,10,99.254717,"GO:0005977 glycogen metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0005977","CCG009527.1 RP20_CCG009697 CCG025015.2","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",7.74e-05,3,10,99.254717,"GO:0006073 cellular glucan metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0006073","CCG009527.1 RP20_CCG009697 CCG025015.2","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",7.74e-05,3,10,99.254717,"GO:0044042 glucan metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0044042","CCG009527.1 RP20_CCG009697 CCG025015.2","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",7.74e-05,3,10,99.254717,"GO:0044264 cellular polysaccharide metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0044264","CCG009527.1 RP20_CCG009697 CCG025015.2","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",7.74e-05,3,10,99.254717,"GO:0006112 energy reserve metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0006112","CCG009527.1 RP20_CCG009697 CCG025015.2","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",1.44e-05,4,17,77.8468368,"GO:0015914 phospholipid transport","http://amigo.geneontology.org/amigo/term/GO:0015914","RP20_CCG000855 CCG006730.1 RP20_CCG009481 RP20_CCG016202","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",4.74e-05,4,24,55.1415094,"GO:0015748 organophosphate ester transport","http://amigo.geneontology.org/amigo/term/GO:0015748","RP20_CCG000855 CCG006730.1 RP20_CCG009481 RP20_CCG016202","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",0.00021063,4,44,30.077187,"GO:0061024 membrane organization","http://amigo.geneontology.org/amigo/term/GO:0061024","RP20_CCG000855 CCG006730.1 RP20_CCG009481 RP20_CCG016202","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",0.00065405,4,67,19.7521825,"GO:0006869 lipid transport","http://amigo.geneontology.org/amigo/term/GO:0006869","RP20_CCG000855 CCG006730.1 RP20_CCG009481 RP20_CCG016202","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",0.00033496,5,110,15.0385935,"GO:0006091 generation of precursor metabolites and energy","http://amigo.geneontology.org/amigo/term/GO:0006091","CCG009527.1 RP20_CCG009697 CCG010324.1 RP20_CCG014289 CCG025015.2","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",0.00025128,11,758,4.80123961,"GO:0036211 protein modification proc.","http://amigo.geneontology.org/amigo/term/GO:0036211","RP20_CCG003693 RP20_CCG005741 CCG007520.1 CCG007750.2 CCG007937.2 CCG009527.1 RP20_CCG009697 RP20_CCG012046 CCG023286.2 RP20_CCG026317 CCG027539.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",0.00025128,11,758,4.80123961,"GO:0006464 cellular protein modification proc.","http://amigo.geneontology.org/amigo/term/GO:0006464","RP20_CCG003693 RP20_CCG005741 CCG007520.1 CCG007750.2 CCG007937.2 CCG009527.1 RP20_CCG009697 RP20_CCG012046 CCG023286.2 RP20_CCG026317 CCG027539.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",0.00051608,11,847,4.29674099,"GO:0043412 macromolecule modification","http://amigo.geneontology.org/amigo/term/GO:0043412","RP20_CCG003693 RP20_CCG005741 CCG007520.1 CCG007750.2 CCG007937.2 CCG009527.1 RP20_CCG009697 RP20_CCG012046 CCG023286.2 RP20_CCG026317 CCG027539.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",0.00025128,14,1250,3.70550943,"GO:0044267 cellular protein metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0044267","CCG000915.1 RP20_CCG003693 RP20_CCG005741 CCG007520.1 CCG007750.2 CCG007937.2 CCG009527.1 RP20_CCG009697 RP20_CCG010133 RP20_CCG012046 CCG023286.2 RP20_CCG024828.2 RP20_CCG026317 CCG027539.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",0.00039506,25,3743,2.20978531,"GO:0044237 cellular metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0044237","CCG000070.1 CCG000915.1 RP20_CCG001034 RP20_CCG002219 RP20_CCG003693 RP20_CCG005741 CCG007520.1 CCG007750.2 CCG007937.2 CCG008767.3 CCG009527.1 RP20_CCG009697 RP20_CCG010133 CCG010324.1 RP20_CCG012046 RP20_CCG012513 CCG012626.1 RP20_CCG014289 CCG017793.1 CCG018617.1 CCG023286.2 RP20_CCG024828.2 CCG025015.2 RP20_CCG026317 CCG027539.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",0.0078525,2,8,82.7122642,"GO:1902554 serine/threonine protein kinase complex","http://amigo.geneontology.org/amigo/term/GO:1902554","CCG009527.1 RP20_CCG009697","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",0.0078525,2,9,73.5220126,"GO:0005802 trans-Golgi network","http://amigo.geneontology.org/amigo/term/GO:0005802","RP20_CCG009481 CCG015582.1","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",0.0078525,2,9,73.5220126,"GO:1902911 protein kinase complex","http://amigo.geneontology.org/amigo/term/GO:1902911","CCG009527.1 RP20_CCG009697","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",0.02434219,2,20,33.0849057,"GO:0098791 Golgi apparatus subcompartment","http://amigo.geneontology.org/amigo/term/GO:0098791","RP20_CCG009481 CCG015582.1","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",0.0243,4,160,8.27122642,"GO:0005794 Golgi apparatus","http://amigo.geneontology.org/amigo/term/GO:0005794","RP20_CCG009481 CCG015582.1 CCG022521.1 RP20_CCG026807","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",0.0305,12,1599,2.48291975,"GO:0005737 cytoplasm","http://amigo.geneontology.org/amigo/term/GO:0005737","RP20_CCG009481 CCG009527.1 RP20_CCG009697 RP20_CCG010133 RP20_CCG012046 RP20_CCG012513 CCG015582.1 CCG017793.1 CCG022521.1 RP20_CCG024828.2 CCG025948.4 RP20_CCG026807","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",1.31e-06,4,9,147.044025,"GO:0140326 ATPase-coupled intramembrane lipid transporter activity","http://amigo.geneontology.org/amigo/term/GO:0140326","RP20_CCG000855 CCG006730.1 RP20_CCG009481 RP20_CCG016202","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",3.32e-05,4,35,37.8113208,"GO:0005319 lipid transporter activity","http://amigo.geneontology.org/amigo/term/GO:0005319","RP20_CCG000855 CCG006730.1 RP20_CCG009481 RP20_CCG016202","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",5.99e-05,4,42,31.509434,"GO:0000287 magnesium ion binding","http://amigo.geneontology.org/amigo/term/GO:0000287","RP20_CCG000855 CCG006730.1 RP20_CCG009481 RP20_CCG016202","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",3.15e-05,7,200,11.579717,"GO:0016887 ATP hydrolysis activity","http://amigo.geneontology.org/amigo/term/GO:0016887","RP20_CCG000855 CCG002534.1 CCG006730.1 RP20_CCG008334 RP20_CCG009481 RP20_CCG015143 RP20_CCG016202","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",2.21e-05,9,343,8.68117058,"GO:0017111 nucleoside-triphosphatase activity","http://amigo.geneontology.org/amigo/term/GO:0017111","RP20_CCG000855 CCG002534.1 CCG006730.1 RP20_CCG008334 RP20_CCG009481 RP20_CCG010133 RP20_CCG015143 RP20_CCG016202 RP20_CCG021374","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",2.74e-05,9,361,8.24831443,"GO:0016462 pyrophosphatase activity","http://amigo.geneontology.org/amigo/term/GO:0016462","RP20_CCG000855 CCG002534.1 CCG006730.1 RP20_CCG008334 RP20_CCG009481 RP20_CCG010133 RP20_CCG015143 RP20_CCG016202 RP20_CCG021374","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",2.74e-05,9,369,8.06948919,"GO:0016818 hydrolase activity acting on acid anhydrides in phosphorus-containing anhydrides","http://amigo.geneontology.org/amigo/term/GO:0016818","RP20_CCG000855 CCG002534.1 CCG006730.1 RP20_CCG008334 RP20_CCG009481 RP20_CCG010133 RP20_CCG015143 RP20_CCG016202 RP20_CCG021374","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",7.55e-05,12,887,4.47597371,"GO:0005524 ATP binding","http://amigo.geneontology.org/amigo/term/GO:0005524","RP20_CCG000855 CCG002534.1 RP20_CCG005741 CCG006730.1 CCG007520.1 RP20_CCG008334 RP20_CCG009481 CCG009527.1 RP20_CCG009697 RP20_CCG015143 RP20_CCG016202 RP20_CCG024828.2","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",7.74e-05,12,898,4.42114552,"GO:0030554 adenyl nucleotide binding","http://amigo.geneontology.org/amigo/term/GO:0030554","RP20_CCG000855 CCG002534.1 RP20_CCG005741 CCG006730.1 CCG007520.1 RP20_CCG008334 RP20_CCG009481 CCG009527.1 RP20_CCG009697 RP20_CCG015143 RP20_CCG016202 RP20_CCG024828.2","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",5.26e-06,17,1281,4.39065883,"GO:0043168 anion binding","http://amigo.geneontology.org/amigo/term/GO:0043168","CCG000070.1 RP20_CCG000855 CCG002534.1 RP20_CCG005741 CCG006730.1 CCG007520.1 RP20_CCG008334 RP20_CCG009481 CCG009527.1 RP20_CCG009697 RP20_CCG010133 RP20_CCG012513 RP20_CCG015143 CCG015582.1 RP20_CCG016202 RP20_CCG021374 RP20_CCG024828.2","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-281-3p",3.32e-05,14,1087,4.2611654,"GO:0035639 purine ribonucleoside triphosphate binding","http://amigo.geneontology.org/amigo/term/GO:0035639","RP20_CCG000855 CCG002534.1 RP20_CCG005741 CCG006730.1 CCG007520.1 RP20_CCG008334 RP20_CCG009481 CCG009527.1 RP20_CCG009697 RP20_CCG010133 RP20_CCG015143 RP20_CCG016202 RP20_CCG021374 RP20_CCG024828.2","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
