#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
tr|A0A182GYQ8|A0A182GYQ8_AEDAL	7159.AAEL001091-PA	0	1236	"COG0281@1|root,KOG1257@2759|Eukaryota,38DJY@33154|Opisthokonta,3BA84@33208|Metazoa,3CSHT@33213|Bilateria,41VHQ@6656|Arthropoda,3SGTJ@50557|Insecta,44ZZI@7147|Diptera,45FMW@7148|Nematocera"	33208|Metazoa	C	malic enzyme	ME1	"GO:0000166,GO:0003674,GO:0003824,GO:0004470,GO:0004471,GO:0004473,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0005829,GO:0005975,GO:0006082,GO:0006090,GO:0006091,GO:0006099,GO:0006101,GO:0006108,GO:0006139,GO:0006140,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006741,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009055,GO:0009058,GO:0009060,GO:0009108,GO:0009117,GO:0009165,GO:0009719,GO:0009725,GO:0009743,GO:0009987,GO:0010033,GO:0015980,GO:0016043,GO:0016491,GO:0016614,GO:0016615,GO:0016616,GO:0016999,GO:0017076,GO:0017144,GO:0018130,GO:0019216,GO:0019219,GO:0019220,GO:0019222,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019637,GO:0019752,GO:0022607,GO:0022900,GO:0030145,GO:0030554,GO:0031323,GO:0031974,GO:0032553,GO:0032555,GO:0032559,GO:0032787,GO:0033500,GO:0034641,GO:0034654,GO:0036094,GO:0042221,GO:0042592,GO:0042593,GO:0043167,GO:0043168,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0043531,GO:0043648,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045333,GO:0046483,GO:0046496,GO:0046872,GO:0046914,GO:0048037,GO:0048878,GO:0050661,GO:0050662,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051174,GO:0051186,GO:0051188,GO:0051193,GO:0051196,GO:0051259,GO:0051262,GO:0051287,GO:0055086,GO:0055114,GO:0062012,GO:0065003,GO:0065007,GO:0065008,GO:0070013,GO:0071704,GO:0071840,GO:0072350,GO:0072524,GO:0072525,GO:0072592,GO:0080090,GO:0090407,GO:0097159,GO:0097367,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901700,GO:1902031"	"1.1.1.38,1.1.1.40"	"ko:K00027,ko:K00029"	"ko00620,ko00710,ko01100,ko01120,ko01200,ko02020,map00620,map00710,map01100,map01120,map01200,map02020"	"M00169,M00172"	"R00214,R00216"	RC00105	"ko00000,ko00001,ko00002,ko01000"	-	-	-	"Malic_M,malic"
tr|A0A182GDL1|A0A182GDL1_AEDAL	400682.PAC_15712908	2.06e-69	239	"COG2801@1|root,KOG0017@2759|Eukaryota,38DPC@33154|Opisthokonta,3BI7U@33208|Metazoa"	33208|Metazoa	L	Encoded by	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4219,MBD,RVT_2,Retrotran_gag_2,gag_pre-integrs,rve,zf-CCHC"
tr|A0A182GD47|A0A182GD47_AEDAL	7176.CPIJ008696-PA	2.39e-85	266	"KOG1721@1|root,KOG1721@2759|Eukaryota,3981S@33154|Opisthokonta,3CCAU@33208|Metazoa,3DTKT@33213|Bilateria,429PX@6656|Arthropoda,3SUWP@50557|Insecta,456CN@7147|Diptera,45IK7@7148|Nematocera"	33208|Metazoa	S	"Zinc finger, C2H2 type"	-	-	-	-	-	-	-	-	-	-	-	-	"zf-AD,zf-C2H2"
UPI0007D35244	7159.AAEL003415-PA	9.3e-75	239	"KOG0977@1|root,KOG0977@2759|Eukaryota,38FB1@33154|Opisthokonta,3BCBQ@33208|Metazoa,3CTT5@33213|Bilateria,41XA8@6656|Arthropoda,3SJ3M@50557|Insecta,44ZMJ@7147|Diptera,45FSW@7148|Nematocera"	33208|Metazoa	DY	Belongs to the intermediate filament family	LMNB1	"GO:0000003,GO:0000226,GO:0000278,GO:0000280,GO:0000910,GO:0001654,GO:0001666,GO:0001745,GO:0001763,GO:0001932,GO:0001934,GO:0002009,GO:0002682,GO:0002683,GO:0003006,GO:0003674,GO:0005102,GO:0005198,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005637,GO:0005638,GO:0005652,GO:0005654,GO:0005737,GO:0005829,GO:0005856,GO:0005882,GO:0006325,GO:0006342,GO:0006355,GO:0006606,GO:0006810,GO:0006886,GO:0006913,GO:0006915,GO:0006928,GO:0006950,GO:0006986,GO:0006996,GO:0006997,GO:0006998,GO:0007010,GO:0007017,GO:0007018,GO:0007049,GO:0007084,GO:0007097,GO:0007110,GO:0007112,GO:0007140,GO:0007154,GO:0007163,GO:0007165,GO:0007166,GO:0007275,GO:0007276,GO:0007281,GO:0007283,GO:0007346,GO:0007399,GO:0007417,GO:0007423,GO:0007424,GO:0007430,GO:0007507,GO:0007517,GO:0007548,GO:0007568,GO:0007569,GO:0007610,GO:0007626,GO:0008064,GO:0008104,GO:0008150,GO:0008157,GO:0008219,GO:0008284,GO:0008285,GO:0008340,GO:0008344,GO:0008406,GO:0008432,GO:0009605,GO:0009612,GO:0009628,GO:0009653,GO:0009719,GO:0009725,GO:0009790,GO:0009792,GO:0009887,GO:0009888,GO:0009889,GO:0009890,GO:0009892,GO:0009893,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0010033,GO:0010256,GO:0010259,GO:0010389,GO:0010464,GO:0010468,GO:0010556,GO:0010558,GO:0010562,GO:0010564,GO:0010604,GO:0010605,GO:0010611,GO:0010612,GO:0010614,GO:0010616,GO:0010628,GO:0010629,GO:0010638,GO:0010639,GO:0010646,GO:0010647,GO:0010648,GO:0010821,GO:0010823,GO:0010941,GO:0010970,GO:0010971,GO:0012501,GO:0012505,GO:0014070,GO:0014706,GO:0014741,GO:0014743,GO:0014745,GO:0015031,GO:0015833,GO:0016020,GO:0016043,GO:0016363,GO:0016458,GO:0017038,GO:0019219,GO:0019220,GO:0019221,GO:0019222,GO:0019866,GO:0019899,GO:0019900,GO:0019901,GO:0019902,GO:0019903,GO:0019953,GO:0022008,GO:0022402,GO:0022412,GO:0022414,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030010,GO:0030154,GO:0030278,GO:0030334,GO:0030473,GO:0030534,GO:0030705,GO:0030832,GO:0030833,GO:0030838,GO:0030951,GO:0030952,GO:0030968,GO:0031081,GO:0031090,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031334,GO:0031399,GO:0031401,GO:0031468,GO:0031503,GO:0031960,GO:0031965,GO:0031967,GO:0031974,GO:0031975,GO:0031981,GO:0032204,GO:0032268,GO:0032270,GO:0032271,GO:0032273,GO:0032465,GO:0032467,GO:0032501,GO:0032502,GO:0032504,GO:0032535,GO:0032870,GO:0032872,GO:0032874,GO:0032879,GO:0032880,GO:0032886,GO:0032954,GO:0032956,GO:0032970,GO:0033036,GO:0033043,GO:0033044,GO:0033206,GO:0033365,GO:0033554,GO:0033993,GO:0034097,GO:0034399,GO:0034401,GO:0034504,GO:0034613,GO:0034620,GO:0034629,GO:0034976,GO:0035051,GO:0035239,GO:0035262,GO:0035295,GO:0035722,GO:0035966,GO:0035967,GO:0035989,GO:0036293,GO:0036294,GO:0036498,GO:0040003,GO:0040012,GO:0040029,GO:0042127,GO:0042221,GO:0042325,GO:0042327,GO:0042335,GO:0042393,GO:0042493,GO:0042692,GO:0042802,GO:0042886,GO:0042981,GO:0043066,GO:0043067,GO:0043069,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043254,GO:0043274,GO:0043408,GO:0043410,GO:0043502,GO:0043954,GO:0044057,GO:0044087,GO:0044089,GO:0044422,GO:0044424,GO:0044428,GO:0044430,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0045111,GO:0045137,GO:0045184,GO:0045595,GO:0045597,GO:0045667,GO:0045669,GO:0045778,GO:0045787,GO:0045814,GO:0045892,GO:0045931,GO:0045934,GO:0045937,GO:0046328,GO:0046330,GO:0046677,GO:0046907,GO:0048137,GO:0048232,GO:0048285,GO:0048468,GO:0048471,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048545,GO:0048546,GO:0048565,GO:0048583,GO:0048584,GO:0048585,GO:0048592,GO:0048608,GO:0048609,GO:0048644,GO:0048729,GO:0048731,GO:0048738,GO:0048749,GO:0048754,GO:0048856,GO:0048869,GO:0050776,GO:0050777,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051052,GO:0051093,GO:0051094,GO:0051128,GO:0051129,GO:0051130,GO:0051146,GO:0051169,GO:0051170,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051241,GO:0051246,GO:0051247,GO:0051252,GO:0051253,GO:0051270,GO:0051276,GO:0051301,GO:0051302,GO:0051321,GO:0051384,GO:0051385,GO:0051412,GO:0051493,GO:0051495,GO:0051640,GO:0051641,GO:0051647,GO:0051649,GO:0051656,GO:0051664,GO:0051668,GO:0051704,GO:0051716,GO:0051726,GO:0051781,GO:0051983,GO:0055001,GO:0055002,GO:0055006,GO:0055007,GO:0055012,GO:0055013,GO:0055015,GO:0055123,GO:0060255,GO:0060341,GO:0060415,GO:0060429,GO:0060446,GO:0060537,GO:0060541,GO:0060548,GO:0060562,GO:0061024,GO:0061061,GO:0061138,GO:0061448,GO:0061458,GO:0061640,GO:0061982,GO:0065007,GO:0065008,GO:0070013,GO:0070302,GO:0070304,GO:0070482,GO:0070507,GO:0070671,GO:0070727,GO:0070732,GO:0070827,GO:0070828,GO:0070829,GO:0070868,GO:0070870,GO:0070887,GO:0071310,GO:0071345,GO:0071349,GO:0071383,GO:0071384,GO:0071385,GO:0071386,GO:0071389,GO:0071396,GO:0071407,GO:0071453,GO:0071456,GO:0071495,GO:0071702,GO:0071705,GO:0071763,GO:0071840,GO:0072201,GO:0072359,GO:0072384,GO:0072594,GO:0080090,GO:0080134,GO:0080135,GO:0090066,GO:0090068,GO:0090169,GO:0090199,GO:0090201,GO:0090224,GO:0090257,GO:0090342,GO:0090343,GO:0090398,GO:0090435,GO:0090596,GO:0097305,GO:0097306,GO:0097549,GO:0099080,GO:0099081,GO:0099111,GO:0099512,GO:0099513,GO:0110020,GO:0110053,GO:0140013,GO:1900180,GO:1900182,GO:1901654,GO:1901655,GO:1901700,GO:1901701,GO:1901987,GO:1901989,GO:1901990,GO:1901992,GO:1902074,GO:1902075,GO:1902115,GO:1902117,GO:1902531,GO:1902533,GO:1902679,GO:1902749,GO:1902751,GO:1902903,GO:1902905,GO:1903046,GO:1903047,GO:1903242,GO:1903243,GO:1903506,GO:1903507,GO:1903827,GO:1903829,GO:1904008,GO:1904009,GO:1904177,GO:1904178,GO:1904608,GO:1904609,GO:1905832,GO:2000026,GO:2000112,GO:2000113,GO:2000145,GO:2000431,GO:2000433,GO:2001141,GO:2001233,GO:2001234,GO:2001236,GO:2001237"	-	"ko:K07611,ko:K12641,ko:K20478"	"ko04210,ko04214,ko05410,ko05412,ko05414,map04210,map04214,map05410,map05412,map05414"	-	-	-	"ko00000,ko00001,ko04131,ko04812"	-	-	-	"Filament,LTD"
tr|A0A182HB08|A0A182HB08_AEDAL	400682.PAC_15699201	5.79e-22	92.8	"COG2801@1|root,KOG0017@2759|Eukaryota,3AR45@33154|Opisthokonta"	400682.PAC_15699201|-	L	"transposition, RNA-mediated"	-	-	-	-	-	-	-	-	-	-	-	-	-
tr|A0A182G2C1|A0A182G2C1_AEDAL	7159.AAEL010549-PA	0	1211	"KOG1243@1|root,KOG1243@2759|Eukaryota,38GHS@33154|Opisthokonta,3BFDZ@33208|Metazoa,3CRPW@33213|Bilateria,41YB2@6656|Arthropoda,3SH67@50557|Insecta,4500I@7147|Diptera,45CJN@7148|Nematocera"	33208|Metazoa	T	Ezrin-binding protein pace-1	SCYL3	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0006928,GO:0008150,GO:0009987,GO:0012505,GO:0016477,GO:0030027,GO:0031252,GO:0040011,GO:0042995,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0120025"	-	ko:K17542	-	-	-	-	"ko00000,ko01001"	-	-	-	Pkinase
tr|A0A023EJQ3|A0A023EJQ3_AEDAL	7159.AAEL004439-PA	5.77e-131	374	"COG5138@1|root,KOG1106@2759|Eukaryota,393IP@33154|Opisthokonta,3BDSK@33208|Metazoa,3D0HD@33213|Bilateria,41ZPY@6656|Arthropoda,3SNFI@50557|Insecta,4547K@7147|Diptera,45I18@7148|Nematocera"	33208|Metazoa	L	GINS complex protein	GINS3	"GO:0000228,GO:0000811,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006271,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0022616,GO:0031261,GO:0031974,GO:0031981,GO:0032991,GO:0032993,GO:0034641,GO:0034645,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044454,GO:0044464,GO:0046483,GO:0070013,GO:0071704,GO:0090304,GO:1901360,GO:1901576"	-	ko:K10734	-	M00286	-	-	"ko00000,ko00002,ko03032"	-	-	-	Sld5
UPI0007D13B6C	7159.AAEL014030-PA	0	1541	"KOG3161@1|root,KOG3161@2759|Eukaryota,38DU2@33154|Opisthokonta,3BD4D@33208|Metazoa,3CSCG@33213|Bilateria,41XNE@6656|Arthropoda,3SIIJ@50557|Insecta,451H7@7147|Diptera,45E23@7148|Nematocera"	33208|Metazoa	O	Zinc finger C-x8-C-x5-C-x3-H type (and similar)	RC3H1	"GO:0000209,GO:0000288,GO:0000932,GO:0000956,GO:0000981,GO:0001775,GO:0001776,GO:0001782,GO:0002252,GO:0002253,GO:0002260,GO:0002263,GO:0002285,GO:0002286,GO:0002287,GO:0002292,GO:0002293,GO:0002294,GO:0002366,GO:0002376,GO:0002429,GO:0002520,GO:0002521,GO:0002634,GO:0002635,GO:0002682,GO:0002683,GO:0002684,GO:0002694,GO:0002695,GO:0002697,GO:0002698,GO:0002757,GO:0002764,GO:0002768,GO:0002819,GO:0002820,GO:0002822,GO:0002823,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0003723,GO:0003725,GO:0003729,GO:0003730,GO:0003824,GO:0004842,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006355,GO:0006357,GO:0006401,GO:0006402,GO:0006417,GO:0006464,GO:0006725,GO:0006807,GO:0006950,GO:0006955,GO:0006996,GO:0007154,GO:0007162,GO:0007165,GO:0007166,GO:0007275,GO:0007568,GO:0008150,GO:0008152,GO:0008270,GO:0008283,GO:0008285,GO:0008340,GO:0009056,GO:0009057,GO:0009266,GO:0009408,GO:0009628,GO:0009791,GO:0009889,GO:0009890,GO:0009892,GO:0009893,GO:0009894,GO:0009896,GO:0009966,GO:0009967,GO:0009986,GO:0009987,GO:0010033,GO:0010259,GO:0010468,GO:0010494,GO:0010556,GO:0010558,GO:0010604,GO:0010605,GO:0010608,GO:0010629,GO:0010646,GO:0010647,GO:0016020,GO:0016043,GO:0016070,GO:0016071,GO:0016567,GO:0016740,GO:0017148,GO:0019219,GO:0019222,GO:0019439,GO:0019538,GO:0019787,GO:0022407,GO:0022408,GO:0022603,GO:0022607,GO:0022613,GO:0022618,GO:0023051,GO:0023052,GO:0023056,GO:0030097,GO:0030098,GO:0030154,GO:0030155,GO:0030217,GO:0030323,GO:0030324,GO:0030888,GO:0030889,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031329,GO:0031331,GO:0032268,GO:0032269,GO:0032446,GO:0032501,GO:0032502,GO:0032943,GO:0032944,GO:0032945,GO:0032991,GO:0033962,GO:0034097,GO:0034248,GO:0034249,GO:0034622,GO:0034641,GO:0034655,GO:0035198,GO:0035264,GO:0035295,GO:0035613,GO:0035710,GO:0035770,GO:0036211,GO:0036464,GO:0040007,GO:0042093,GO:0042098,GO:0042110,GO:0042127,GO:0042129,GO:0042130,GO:0042221,GO:0042592,GO:0043029,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043367,GO:0043370,GO:0043371,GO:0043412,GO:0043487,GO:0043488,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044267,GO:0044270,GO:0044424,GO:0044444,GO:0044464,GO:0045321,GO:0045580,GO:0045581,GO:0045595,GO:0045596,GO:0045619,GO:0045620,GO:0045622,GO:0045623,GO:0045935,GO:0046006,GO:0046007,GO:0046483,GO:0046631,GO:0046632,GO:0046634,GO:0046636,GO:0046637,GO:0046639,GO:0046649,GO:0046651,GO:0046700,GO:0046872,GO:0046914,GO:0048286,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048534,GO:0048535,GO:0048536,GO:0048583,GO:0048584,GO:0048585,GO:0048589,GO:0048731,GO:0048736,GO:0048856,GO:0048869,GO:0048872,GO:0050670,GO:0050672,GO:0050776,GO:0050777,GO:0050778,GO:0050779,GO:0050789,GO:0050793,GO:0050794,GO:0050851,GO:0050852,GO:0050854,GO:0050856,GO:0050863,GO:0050864,GO:0050865,GO:0050866,GO:0050868,GO:0050869,GO:0050896,GO:0051093,GO:0051171,GO:0051172,GO:0051173,GO:0051239,GO:0051241,GO:0051246,GO:0051248,GO:0051249,GO:0051250,GO:0051252,GO:0051254,GO:0051716,GO:0060173,GO:0060255,GO:0060541,GO:0061013,GO:0061014,GO:0061157,GO:0061158,GO:0061470,GO:0061630,GO:0061659,GO:0061980,GO:0065003,GO:0065007,GO:0065008,GO:0070555,GO:0070647,GO:0070661,GO:0070663,GO:0070664,GO:0070887,GO:0070925,GO:0071310,GO:0071345,GO:0071347,GO:0071704,GO:0071826,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:0140096,GO:0140110,GO:1901222,GO:1901224,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901575,GO:1902105,GO:1902106,GO:1902531,GO:1902533,GO:1903037,GO:1903038,GO:1903311,GO:1903313,GO:1903506,GO:1903706,GO:1903707,GO:1990904,GO:2000026,GO:2000112,GO:2000113,GO:2000316,GO:2000317,GO:2000319,GO:2000320,GO:2000514,GO:2000515,GO:2000628,GO:2001141"	-	ko:K15690	-	-	-	-	"ko00000,ko04121"	-	-	-	"zf-CCCH,zf-RING_UBOX"
tr|A0A182H681|A0A182H681_AEDAL	7070.TC001846-PA	4.84e-159	496	"COG2801@1|root,KOG0017@2759|Eukaryota,38F42@33154|Opisthokonta,3BA5H@33208|Metazoa,3CWAK@33213|Bilateria,41WI3@6656|Arthropoda"	33208|Metazoa	L	K02A2.6-like	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,Retrotrans_gag,rve,zf-CCHC,zf-H2C2"
UPI0007D10A1C	7159.AAEL007256-PA	0	1232	"COG0514@1|root,KOG0353@2759|Eukaryota,39KMJ@33154|Opisthokonta,3CNVK@33208|Metazoa,3E51V@33213|Bilateria,41W0Y@6656|Arthropoda,3SIMC@50557|Insecta,455I7@7147|Diptera,45F7H@7148|Nematocera"	33208|Metazoa	L	Belongs to the helicase family. RecQ subfamily	RECQL	"GO:0000724,GO:0000725,GO:0000733,GO:0003674,GO:0003676,GO:0003677,GO:0003678,GO:0003824,GO:0004003,GO:0004386,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005737,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008026,GO:0008094,GO:0008150,GO:0008152,GO:0009378,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0031974,GO:0031981,GO:0032392,GO:0032508,GO:0033554,GO:0034641,GO:0036310,GO:0042623,GO:0043138,GO:0043140,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0050896,GO:0051276,GO:0051716,GO:0070013,GO:0070035,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:0097617,GO:0140097,GO:1901360,GO:1901363"	3.6.4.12	ko:K10899	-	-	-	-	"ko00000,ko01000,ko03400"	-	-	-	"DEAD,Helicase_C,RQC,RecQ_Zn_bind"
UPI0007D3B6E2	7159.AAEL013250-PA	0	2176	"COG5210@1|root,KOG2197@2759|Eukaryota,38GDT@33154|Opisthokonta,3BB0E@33208|Metazoa,3CRCT@33213|Bilateria,41Y7W@6656|Arthropoda,3SKM5@50557|Insecta,44XWR@7147|Diptera,45E9D@7148|Nematocera"	33208|Metazoa	T	"Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs."	TBC1D25	"GO:0000003,GO:0001667,GO:0002064,GO:0002065,GO:0002066,GO:0003006,GO:0003674,GO:0005096,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005776,GO:0006810,GO:0006886,GO:0006928,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007297,GO:0007298,GO:0007568,GO:0008047,GO:0008104,GO:0008150,GO:0008340,GO:0009888,GO:0009894,GO:0009987,GO:0010259,GO:0010506,GO:0010631,GO:0012505,GO:0015031,GO:0015833,GO:0016241,GO:0016477,GO:0017016,GO:0017137,GO:0019222,GO:0019899,GO:0019953,GO:0022412,GO:0022414,GO:0030154,GO:0030234,GO:0030695,GO:0030707,GO:0030855,GO:0031267,GO:0031323,GO:0031329,GO:0031338,GO:0032501,GO:0032502,GO:0032504,GO:0032879,GO:0033036,GO:0033043,GO:0034613,GO:0040011,GO:0042886,GO:0043085,GO:0043087,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043244,GO:0043547,GO:0044093,GO:0044424,GO:0044444,GO:0044464,GO:0044703,GO:0045184,GO:0046907,GO:0048468,GO:0048477,GO:0048609,GO:0048856,GO:0048869,GO:0048870,GO:0050789,GO:0050790,GO:0050794,GO:0051020,GO:0051049,GO:0051128,GO:0051179,GO:0051234,GO:0051336,GO:0051345,GO:0051641,GO:0051649,GO:0051674,GO:0051704,GO:0060429,GO:0060589,GO:0060627,GO:0065007,GO:0065009,GO:0070727,GO:0071702,GO:0071705,GO:0090130,GO:0090132,GO:0090630,GO:0098772,GO:1901096"	-	-	-	-	-	-	-	-	-	-	RabGAP-TBC
tr|A0A182GJ49|A0A182GJ49_AEDAL	7029.ACYPI061271-PA	4.62e-58	198	"COG2801@1|root,KOG0017@2759|Eukaryota,38DPC@33154|Opisthokonta,3BGB6@33208|Metazoa,3D5G4@33213|Bilateria,41ZUZ@6656|Arthropoda,3SKEY@50557|Insecta"	33208|Metazoa	L	Reverse transcriptase (RNA-dependent DNA polymerase)	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_2,Retrotran_gag_2,gag_pre-integrs,rve"
tr|A0A182HAW0|A0A182HAW0_AEDAL	7668.SPU_021106-tr	6.25e-50	186	"COG2801@1|root,KOG0017@2759|Eukaryota,38F42@33154|Opisthokonta,3BA5H@33208|Metazoa,3CZSS@33213|Bilateria"	33208|Metazoa	G	K02A2.6-like	-	-	-	ko:K14965	-	-	-	-	"ko00000,ko03036"	-	-	-	"RVT_1,rve"
