"mRNA","uniprot_id","gene_name","microRNA","energy","targetStart","targetEnd","score"
"ENST00000318724","Q9ULK2","ATXN7L1","hsa-let-7b-5p",-11.2,865,889,0.999638139034823
"ENST00000332512","P57078","RIPK4","hsa-let-7b-5p",-15,1355,1377,0.999638139034823
"ENST00000335750","A0A0A0MR89","NRXN3","hsa-let-7b-3p",-17.26,5672,5708,0.999638139034823
"ENST00000336356","O95237","LRAT","hsa-let-7b-3p",-11.4,3687,3707,0.999638139034823
"ENST00000350320","E7EPK1","SEPT7","hsa-let-7b-3p",-14.63,2350,2416,0.999638139034823
"ENST00000352483","P57078","RIPK4","hsa-let-7b-5p",-15,1355,1377,0.999638139034823
"ENST00000370521","Q16513","PKN2","hsa-let-7b-3p",-13.93,2543,2625,0.999638139034823
"ENST00000371158","Q8NI35","PATJ","hsa-let-7b-5p",-17.92,2711,2762,0.999638139034823
"ENST00000393567","Q4G0P3","HYDIN","hsa-let-7b-3p",-12.65,4711,4761,0.999638139034823
"ENST00000399034","Q16181","SEPT7","hsa-let-7b-3p",-14.63,2350,2416,0.999638139034823
"ENST00000399035","E7ES33","SEPT7","hsa-let-7b-3p",-14.63,2350,2416,0.999638139034823
"ENST00000455150","F8WFC9","EEF1B2","hsa-let-7b-3p",-14.55,297,360,0.999638139034823
"ENST00000458537","P12757","SKIL","hsa-let-7b-5p",-14.3,3813,3832,0.999638139034823
"ENST00000509176","Q9C0I3","CCSER1","hsa-let-7b-3p",-15.42,2637,2693,0.999638139034823
"ENST00000542935","F5H6B2","TMEM2","hsa-let-7b-3p",-14.85,3249,3307,0.999638139034823
"ENST00000545763","Q8IWI9","MGA","hsa-let-7b-3p",-13.32,2794,2829,0.999638139034823
"ENST00000564558","H3BMI1","ZFP90","hsa-let-7b-3p",-14.86,3632,3674,0.999638139034823
"ENST00000575251","Q8WUJ1","CYB5D2","hsa-let-7b-3p",-18.09,344,419,0.999638139034823
"ENST00000635381",NA,"HYDIN","hsa-let-7b-3p",-12.65,4711,4761,0.999638139034823
"ENST00000637715",NA,"EEF1B2","hsa-let-7b-3p",-14.55,297,360,0.999638139034823
"ENST00000642238",NA,NA,"hsa-let-7b-5p",-17.92,2592,2643,0.999638139034823
"ENST00000646453",NA,NA,"hsa-let-7b-5p",-17.92,2592,2643,0.999638139034823
"ENST00000647113",NA,NA,"hsa-let-7b-3p",-15.2,2477,2502,0.999638139034823
"ENST00000649522",NA,NA,"hsa-let-7b-3p",-15.42,3037,3093,0.999638139034823
"ENST00000650287",NA,NA,"hsa-let-7b-3p",-12.91,1758,1798,0.999638139034823
"ENST00000651721",NA,NA,"hsa-let-7b-5p",-18.63,2060,2114,0.999638139034823
"ENST00000673466",NA,NA,"hsa-let-7b-3p",-17.44,4696,4716,0.999638139034823
"ENST00000673891",NA,NA,"hsa-let-7b-3p",-13.7,5336,5378,0.999638139034823
"ENST00000674059",NA,NA,"hsa-let-7b-3p",-13.7,5228,5270,0.999638139034823
"ENST00000209929","Q99518","FMO2","hsa-miR-548ba",-11.78,148,202,0.999637672318798
"ENST00000287022","P14927","UQCRB","hsa-let-7b-3p",-12.46,4794,4824,0.999637576106025
"ENST00000372916","F2Z3K8","DRP2","hsa-let-7b-3p",-12.21,528,568,0.999637576106025
"ENST00000376088","P51795","CLCN5","hsa-let-7b-3p",-12.9,2130,2157,0.999637576106025
"ENST00000376091","P51795","CLCN5","hsa-let-7b-3p",-12.9,2130,2157,0.999637576106025
"ENST00000435274","G8JLK0","OSBPL9","hsa-let-7b-5p",-15.99,833,869,0.999637576106025
"ENST00000489990","H0YE19","OSBPL9","hsa-let-7b-5p",-15.99,92,128,0.999637576106025
"ENST00000528603","H0YCW0","OSBPL9","hsa-let-7b-5p",-15.99,339,375,0.999637576106025
"ENST00000237163","Q5TA12","DOPEY1","hsa-let-7b-3p",-10.6,60,75,0.999637162885115
"ENST00000244020","Q13247","SRSF6","hsa-let-7b-3p",-14.9,2093,2109,0.999637162885115
"ENST00000262839","Q9UL62","TRPC5","hsa-let-7b-3p",-13.9,4678,4712,0.999637162885115
"ENST00000263256","Q6ICB0","DESI1","hsa-let-7b-3p",-13.8,2210,2227,0.999637162885115
"ENST00000264663","Q13423","NNT","hsa-let-7b-5p",-15.9,1024,1045,0.999637162885115
"ENST00000272427","Q9Y2D4","EXOC6B","hsa-let-7b-3p",-11.8,2268,2287,0.999637162885115
"ENST00000275034","Q8WWQ0","PHIP","hsa-let-7b-3p",-12.8,4499,4515,0.999637162885115
"ENST00000327040","Q9NYI0","PSD3","hsa-let-7b-5p",-16.2,5630,5650,0.999637162885115
"ENST00000344096","Q92630","DYRK2","hsa-let-7b-3p",-13.4,4631,4648,0.999637162885115
"ENST00000344920","Q13423","NNT","hsa-let-7b-5p",-15.9,1024,1045,0.999637162885115
"ENST00000349129","Q5JWR5","DOPEY1","hsa-let-7b-3p",-10.6,60,75,0.999637162885115
"ENST00000369739","Q5TA12","DOPEY1","hsa-let-7b-3p",-10.6,60,75,0.999637162885115
"ENST00000400358","Q2NKQ1","SGSM1","hsa-let-7b-3p",-10.9,2402,2421,0.999637162885115
"ENST00000440756","Q9NYI0","PSD3","hsa-let-7b-5p",-16.2,5630,5650,0.999637162885115
"ENST00000511844","D6RDJ2","RPS23","hsa-let-7b-3p",-14,79,95,0.999637162885115
"ENST00000542440","Q9UPS6","SETD1B","hsa-let-7b-3p",-15.7,1630,1647,0.999637162885115
"ENST00000604567","Q9UPS6","SETD1B","hsa-let-7b-3p",-15.7,1630,1647,0.999637162885115
"ENST00000682217",NA,NA,"hsa-let-7b-5p",-17.1,682,702,0.999637162885115
"ENST00000324545","Q93008","USP9X","hsa-miR-548ba",-8.62,558,598,0.999636115971408
"ENST00000378308","Q93008","USP9X","hsa-miR-548ba",-8.62,558,598,0.999636115971408
"ENST00000293872","Q9NQ29","LUC7L","hsa-let-7b-5p",-14.8,180,204,0.999634216808312
"ENST00000337351","Q9NQ29","LUC7L","hsa-let-7b-5p",-14.8,946,970,0.999634216808312
"ENST00000352689","Q9UL63","MKLN1","hsa-let-7b-3p",-14.4,8812,8837,0.999634216808312
"ENST00000361677","Q96C34","RUNDC1","hsa-let-7b-3p",-12.9,1847,1879,0.999634216808312
"ENST00000376131","Q92915","FGF14","hsa-let-7b-3p",-13.8,11610,11642,0.999634216808312
"ENST00000376143","Q92915","FGF14","hsa-let-7b-3p",-13.8,11610,11642,0.999634216808312
"ENST00000424526","Q9C091","GREB1L","hsa-let-7b-5p",-16.26,2463,2498,0.999634216808312
"ENST00000426094","F8WBC1","LUC7L","hsa-let-7b-5p",-14.8,2459,2483,0.999634216808312
"ENST00000429378","B8ZZ08","LUC7L","hsa-let-7b-5p",-14.8,180,204,0.999634216808312
"ENST00000564719","P59773","KIAA1024L","hsa-let-7b-3p",-12.3,1639,1660,0.999634216808312
"ENST00000580732","Q9C091","GREB1L","hsa-let-7b-5p",-16.26,2463,2498,0.999634216808312
"ENST00000629543","F2Z322","LUC7L","hsa-let-7b-5p",-14.8,1198,1222,0.999634216808312
"ENST00000354200","Q96BZ9","TBC1D20","hsa-let-7b-3p",-12.7,2510,2547,0.999633039130452
"ENST00000370187","Q9Y297","BTRC","hsa-let-7b-3p",-13.2,3179,3218,0.999633039130452
"ENST00000375571","Q15691","MAPRE1","hsa-let-7b-3p",-15.99,1375,1404,0.999633039130452
"ENST00000393441","B7Z3H4","BTRC","hsa-let-7b-3p",-13.2,3179,3218,0.999633039130452
"ENST00000408038","Q9Y297","BTRC","hsa-let-7b-3p",-13.2,3179,3218,0.999633039130452
"ENST00000492412","E9PKZ1","SLC16A4","hsa-let-7b-3p",-13.03,902,949,0.999633039130452
"ENST00000679895",NA,NA,"hsa-let-7b-3p",-12.7,2510,2547,0.999633039130452
"ENST00000679973",NA,NA,"hsa-let-7b-3p",-12.7,2247,2284,0.999633039130452
"ENST00000681129",NA,NA,"hsa-let-7b-3p",-12.7,2510,2547,0.999633039130452
"ENST00000681414",NA,NA,"hsa-let-7b-3p",-12.7,2510,2547,0.999633039130452
"ENST00000681551",NA,NA,"hsa-let-7b-3p",-12.7,2510,2547,0.999633039130452
"ENST00000344730","P42684","ABL2","hsa-let-7b-5p",-18.32,3456,3506,0.999632335213344
"ENST00000075322","Q13822","ENPP2","hsa-let-7b-3p",-16.63,14,43,0.999632244628794
"ENST00000259486","Q13822","ENPP2","hsa-let-7b-3p",-16.63,14,43,0.999632244628794
"ENST00000427067","E7EUF1","ENPP2","hsa-let-7b-3p",-16.63,14,43,0.999632244628794
"ENST00000355238","O60506","SYNCRIP","hsa-let-7b-3p",-14.49,2768,2814,0.999632012544953
"ENST00000616122","B7Z645","SYNCRIP","hsa-let-7b-3p",-14.49,2768,2814,0.999632012544953
"ENST00000676637",NA,NA,"hsa-let-7b-3p",-14.49,2768,2814,0.999632012544953
"ENST00000677481",NA,NA,"hsa-let-7b-3p",-14.49,3661,3707,0.999632012544953
"ENST00000677771",NA,NA,"hsa-let-7b-3p",-14.49,2768,2814,0.999632012544953
"ENST00000678528",NA,NA,"hsa-let-7b-3p",-14.49,2768,2814,0.999632012544953
"ENST00000678878",NA,NA,"hsa-let-7b-3p",-14.49,2768,2814,0.999632012544953
"ENST00000683963",NA,NA,"hsa-miR-548ba",-12.21,1274,1293,0.999629881924183
"ENST00000651448",NA,NA,"hsa-miR-548ba",-10.91,2920,2970,0.999629648349833
"ENST00000225603","P83916","CBX1","hsa-miR-548ba",-12.1,549,577,0.999629226093371
"ENST00000236698","Q8WVM7","STAG1","hsa-miR-548ba",-9.4,416,428,0.999629226093371
"ENST00000246895","P02808","STATH","hsa-miR-548ba",-8.4,172,184,0.999629226093371
"ENST00000294353","Q9C0D3","ZYG11B","hsa-miR-548ba",-10.6,1160,1172,0.999629226093371
"ENST00000298125","Q96P53","WDFY2","hsa-miR-548ba",-11.7,5535,5556,0.999629226093371
"ENST00000299163","Q9NWT6","HIF1AN","hsa-miR-548ba",-8.2,2750,2762,0.999629226093371
"ENST00000310528","Q9Y2Z0","SUGT1","hsa-miR-548ba",-10.7,3561,3573,0.999629226093371
"ENST00000371316","Q8WXI4","ACOT11","hsa-miR-548ba",-11.2,962,987,0.999629226093371
"ENST00000383202","Q8WVM7","STAG1","hsa-miR-548ba",-9.4,416,428,0.999629226093371
"ENST00000393408","P83916","CBX1","hsa-miR-548ba",-12.1,549,577,0.999629226093371
"ENST00000434713","Q68DW7","STAG1","hsa-miR-548ba",-9.4,416,428,0.999629226093371
"ENST00000542104","Q86WH2","RASSF3","hsa-miR-548ba",-11.5,1942,1954,0.999629226093371
"ENST00000635686","P02808","STATH","hsa-miR-548ba",-8.4,172,184,0.999629226093371
"ENST00000270225","Q9UBE0","SAE1","hsa-miR-548ba",-12.95,1242,1283,0.999629161656756
"ENST00000297994","Q6PF06","TRMT10B","hsa-miR-548ba",-11.73,1065,1097,0.999629161656756
"ENST00000377753","Q6PF06","TRMT10B","hsa-miR-548ba",-11.73,1065,1097,0.999629161656756
"ENST00000413379","Q9UBE0","SAE1","hsa-miR-548ba",-12.95,1168,1209,0.999629161656756
"ENST00000537911","Q6PF06","TRMT10B","hsa-miR-548ba",-11.73,1065,1097,0.999629161656756
"ENST00000645694",NA,NA,"hsa-miR-548ba",-11.59,2660,2707,0.999629161656756
"ENST00000307712","Q15436","SEC23A","hsa-let-7b-5p",-16.25,242,285,0.999628704525684
"ENST00000537403","Q15436","SEC23A","hsa-let-7b-5p",-16.25,242,285,0.999628704525684
"ENST00000308259","Q8IXL7","MSRB3","hsa-miR-548ba",-12.1,3432,3454,0.999627479898156
"ENST00000355192","Q8IXL7","MSRB3","hsa-miR-548ba",-12.1,3432,3454,0.999627479898156
"ENST00000614640","Q8IXL7","MSRB3","hsa-miR-548ba",-12.1,3432,3454,0.999627479898156
"ENST00000642404",NA,NA,"hsa-miR-548ba",-12.1,3432,3454,0.999627479898156
"ENST00000646299",NA,NA,"hsa-miR-548ba",-12.1,3432,3454,0.999627479898156
"ENST00000444851","H7C022","WDR60","hsa-let-7b-3p",-13.3,1,22,0.999627094383717
"ENST00000637969",NA,"FTO","hsa-let-7b-5p",-12.8,1,12,0.999627094383717
"ENST00000254190","Q86X52","CHSY1","hsa-miR-548ba",-8.83,1087,1151,0.999626006644599
"ENST00000260970","Q13427","PPIG","hsa-miR-548ba",-12.45,2682,2720,0.999626006644599
"ENST00000264157","O60583","CCNT2","hsa-miR-548ba",-14.15,1564,1613,0.999626006644599
"ENST00000295238","O60583","CCNT2","hsa-miR-548ba",-14.15,1664,1713,0.999626006644599
"ENST00000295522","O95832","CLDN1","hsa-miR-548ba",-13.22,909,950,0.999626006644599
"ENST00000304421","P23945","FSHR","hsa-miR-548ba",-11.77,8,53,0.999626006644599
"ENST00000312828","Q8N8N0","RNF152","hsa-miR-548ba",-9.9,5699,5728,0.999626006644599
"ENST00000354582","Q14643","ITPR1","hsa-miR-548ba",-9.85,188,234,0.999626006644599
"ENST00000357086","Q14643","ITPR1","hsa-miR-548ba",-9.85,188,234,0.999626006644599
"ENST00000366844","Q8N8S7","ENAH","hsa-miR-548ba",-10.65,4241,4289,0.999626006644599
"ENST00000367580","Q95460","MR1","hsa-miR-548ba",-11.46,2169,2228,0.999626006644599
"ENST00000372624","Q15170","TCEAL1","hsa-miR-548ba",-9.7,67,86,0.999626006644599
"ENST00000372625","Q15170","TCEAL1","hsa-miR-548ba",-9.7,67,86,0.999626006644599
"ENST00000409263","B8ZZW8","FCHSD2","hsa-miR-548ba",-9.3,157,179,0.999626006644599
"ENST00000443694","Q14643","ITPR1","hsa-miR-548ba",-9.85,188,234,0.999626006644599
"ENST00000456211","Q14643","ITPR1","hsa-miR-548ba",-9.85,188,234,0.999626006644599
"ENST00000539966","Q9Y6E0","STK24","hsa-miR-548ba",-10.7,2777,2799,0.999626006644599
"ENST00000544951","B7ZMI3","ITPR1","hsa-miR-548ba",-9.85,188,234,0.999626006644599
"ENST00000614012","Q95460","MR1","hsa-miR-548ba",-11.46,2169,2228,0.999626006644599
"ENST00000647685",NA,NA,"hsa-miR-548ba",-9.85,188,234,0.999626006644599
"ENST00000648038",NA,NA,"hsa-miR-548ba",-9.85,188,234,0.999626006644599
"ENST00000648266",NA,NA,"hsa-miR-548ba",-9.85,188,234,0.999626006644599
"ENST00000648309",NA,NA,"hsa-miR-548ba",-9.85,188,234,0.999626006644599
"ENST00000649015",NA,NA,"hsa-miR-548ba",-9.85,188,234,0.999626006644599
"ENST00000649139",NA,NA,"hsa-miR-548ba",-9.85,188,234,0.999626006644599
"ENST00000649908",NA,NA,"hsa-miR-548ba",-9.85,188,234,0.999626006644599
"ENST00000650294",NA,NA,"hsa-miR-548ba",-9.85,188,234,0.999626006644599
"ENST00000676508",NA,NA,"hsa-miR-548ba",-12.45,2682,2720,0.999626006644599
"ENST00000676756",NA,NA,"hsa-miR-548ba",-12.45,2682,2720,0.999626006644599
"ENST00000678088",NA,NA,"hsa-miR-548ba",-12.45,2682,2720,0.999626006644599
"ENST00000678499",NA,NA,"hsa-miR-548ba",-12.45,2682,2720,0.999626006644599
"ENST00000679107",NA,NA,"hsa-miR-548ba",-12.45,2682,2720,0.999626006644599
"ENST00000636933",NA,"PLCXD2","hsa-let-7b-5p",-18.76,5860,5905,0.999624396233429
"ENST00000247225","Q9BX95","SGPP1","hsa-miR-548ba",-11,1284,1335,0.999624179339166
"ENST00000265440","O14948","TFEC","hsa-miR-548ba",-10.75,3513,3554,0.999624179339166
"ENST00000295156","P62760","VSNL1","hsa-miR-548ba",-11.25,489,536,0.999624179339166
"ENST00000295736","Q9Y6M7","SLC4A7","hsa-miR-548ba",-9.72,929,970,0.999624179339166
"ENST00000297145","Q1RMZ1","BMT2","hsa-miR-548ba",-9.31,1803,1848,0.999624179339166
"ENST00000320239","O14948","TFEC","hsa-miR-548ba",-10.75,3513,3554,0.999624179339166
"ENST00000332175","P28827","PTPRM","hsa-miR-548ba",-10.06,278,315,0.999624179339166
"ENST00000334344","Q68CP9","ARID2","hsa-miR-548ba",-8.8,622,643,0.999624179339166
"ENST00000338051","Q7Z6I8","C5orf24","hsa-miR-548ba",-11.95,585,639,0.999624179339166
"ENST00000368045","P09326","CD48","hsa-miR-548ba",-14.16,483,516,0.999624179339166
"ENST00000370944","Q8N6S4","ANKRD13C","hsa-miR-548ba",-15.25,2094,2150,0.999624179339166
"ENST00000377275","Q96KC2","ARL5B","hsa-miR-548ba",-9.35,2453,2497,0.999624179339166
"ENST00000380822","Q9Y3D8","AK6","hsa-miR-548ba",-11.55,569,610,0.999624179339166
"ENST00000394030","Q68CY2","CBLB","hsa-miR-548ba",-11.2,653,681,0.999624179339166
"ENST00000400053","E7EPS8","PTPRM","hsa-miR-548ba",-10.06,278,315,0.999624179339166
"ENST00000400060","Q49AC9","PTPRM","hsa-miR-548ba",-10.06,278,315,0.999624179339166
"ENST00000405846","P47775","GPR12","hsa-miR-548ba",-9.76,1767,1798,0.999624179339166
"ENST00000406397","P62760","VSNL1","hsa-miR-548ba",-11.25,489,536,0.999624179339166
"ENST00000409600","Q7L1Q6","BZW1","hsa-miR-548ba",-12.06,3641,3688,0.999624179339166
"ENST00000419036","H7C3C4","SLC4A7","hsa-miR-548ba",-9.72,929,970,0.999624179339166
"ENST00000425128","A0A0A0MST8","SLC4A7","hsa-miR-548ba",-9.72,929,970,0.999624179339166
"ENST00000427193","X6RBX4","C9orf3","hsa-miR-548ba",-9.86,180,204,0.999624179339166
"ENST00000428386","Q9Y6M7","SLC4A7","hsa-miR-548ba",-9.72,929,970,0.999624179339166
"ENST00000431541","X1WI27","PIGV","hsa-miR-548ba",-10.89,477,521,0.999624179339166
"ENST00000437519","F8WC45","KMT5A","hsa-miR-548ba",-10.46,758,804,0.999624179339166
"ENST00000444670","F8W108","ARID2","hsa-miR-548ba",-8.8,622,643,0.999624179339166
"ENST00000457135","F8VWP4","ARID2","hsa-miR-548ba",-8.8,805,826,0.999624179339166
"ENST00000457268","O14948","TFEC","hsa-miR-548ba",-10.75,3513,3554,0.999624179339166
"ENST00000579455","Q68DL7","C18orf63","hsa-miR-548ba",-8.79,1265,1309,0.999624179339166
"ENST00000580170","P28827","PTPRM","hsa-miR-548ba",-10.06,278,315,0.999624179339166
"ENST00000594759","M0R0Q7","LIG1","hsa-miR-548ba",-10.5,784,806,0.999624179339166
"ENST00000601091","P18858","LIG1","hsa-miR-548ba",-10.5,784,806,0.999624179339166
"ENST00000612207",NA,"AK6","hsa-miR-548ba",-11.55,569,610,0.999624179339166
"ENST00000613670","P18858","LIG1","hsa-miR-548ba",-10.5,784,806,0.999624179339166
"ENST00000645759",NA,NA,"hsa-miR-548ba",-11.2,3013,3041,0.999624179339166
"ENST00000645915",NA,NA,"hsa-miR-548ba",-11,1284,1335,0.999624179339166
"ENST00000674202",NA,NA,"hsa-miR-548ba",-10.89,527,571,0.999624179339166
"ENST00000674222",NA,NA,"hsa-miR-548ba",-10.89,527,571,0.999624179339166
"ENST00000674273",NA,NA,"hsa-miR-548ba",-10.89,527,571,0.999624179339166
"ENST00000674335",NA,NA,"hsa-miR-548ba",-10.89,527,571,0.999624179339166
"ENST00000676061",NA,NA,"hsa-miR-548ba",-12.49,1478,1513,0.999624179339166
"ENST00000318066","P61088","UBE2N","hsa-miR-548ba",-10.64,658,692,0.999622471235534
"ENST00000357258","Q9HC78","ZBTB20","hsa-miR-548ba",-10.23,10727,10765,0.999622471235534
"ENST00000550657","F8VV71","UBE2N","hsa-miR-548ba",-10.64,1490,1524,0.999622471235534
"ENST00000675478",NA,NA,"hsa-miR-548ba",-10.23,10727,10765,0.999622471235534
"ENST00000264433","Q9P278","FNIP2","hsa-miR-548ba",-15.44,290,312,0.999622428032778
"ENST00000309117","O14972","DSCR3","hsa-miR-548ba",-13.2,238,282,0.999622428032778
"ENST00000328252","Q13219","PAPPA","hsa-miR-548ba",-12.61,766,821,0.999622428032778
"ENST00000358595","P27540","ARNT","hsa-miR-548ba",-13.11,296,346,0.999622428032778
"ENST00000398637","Q9H2H9","SLC38A1","hsa-miR-548ba",-14.15,660,706,0.999622428032778
"ENST00000579991","Q96FJ2","DYNLL2","hsa-miR-548ba",-11.6,669,693,0.999622428032778
"ENST00000367590","Q9UBH6","XPR1","hsa-miR-548ba",-10.3,5287,5298,0.999622404502356
"ENST00000327470","Q9NPI8","FANCF","hsa-miR-548ba",-11.6,1199,1221,0.999620875421415
"ENST00000333407","Q8NEG4","FAM83F","hsa-miR-548ba",-11.82,7945,7982,0.999620875421415
"ENST00000399273","C9JT67","CCDC144A","hsa-miR-548ba",-8.3,3067,3082,0.999620875421415
"ENST00000646548",NA,NA,"hsa-miR-548ba",-13.36,8380,8416,0.999620875421415
"ENST00000647188",NA,NA,"hsa-miR-548ba",-13.36,8380,8416,0.999620875421415
"ENST00000395850","P13987","CD59","hsa-let-7b-3p",-11.3,977,991,0.999620441174542
"ENST00000562892","H3BUK3","FAN1","hsa-let-7b-3p",-14.5,35,49,0.999620441174542
"ENST00000666143",NA,NA,"hsa-let-7b-3p",-14.5,35,49,0.999620441174542
"ENST00000529453","E9PQ55","MYCT1","hsa-miR-548ba",-11.16,465,505,0.999617985534884
"ENST00000296978","Q86VY9","TMEM200A","hsa-let-7b-3p",-12.97,121,155,0.99961586325059
"ENST00000392429","Q86VY9","TMEM200A","hsa-let-7b-3p",-12.97,121,155,0.99961586325059
"ENST00000545622","Q86VY9","TMEM200A","hsa-let-7b-3p",-12.97,121,155,0.99961586325059
"ENST00000617887","Q86VY9","TMEM200A","hsa-let-7b-3p",-12.97,121,155,0.99961586325059
"ENST00000335866","Q13322","GRB10","hsa-let-7b-5p",-13.84,2518,2548,0.999614152116161
"ENST00000375147","Q09161","NCBP1","hsa-let-7b-3p",-12.7,2348,2365,0.999614152116161
"ENST00000398810","Q13322","GRB10","hsa-let-7b-5p",-13.84,2518,2548,0.999614152116161
"ENST00000398812","Q13322","GRB10","hsa-let-7b-5p",-13.84,2518,2548,0.999614152116161
"ENST00000401949","Q13322","GRB10","hsa-let-7b-5p",-13.84,2518,2548,0.999614152116161
"ENST00000402578","Q13322","GRB10","hsa-let-7b-5p",-13.84,2518,2548,0.999614152116161
"ENST00000403097","Q13322","GRB10","hsa-let-7b-5p",-13.84,2518,2548,0.999614152116161
"ENST00000644769",NA,NA,"hsa-let-7b-5p",-13.84,4336,4366,0.999614152116161
"ENST00000269033","Q76I76","SSH2","hsa-let-7b-3p",-11.2,2989,3011,0.999612145896276
"ENST00000540801","F5H527","SSH2","hsa-let-7b-3p",-11.2,2989,3011,0.999612145896276
"ENST00000551456","F8WBX2","TMPRSS12","hsa-let-7b-3p",-12.31,1102,1132,0.999612145896276
"ENST00000610426","O95478","NSA2","hsa-let-7b-3p",-13.94,1330,1370,0.999612145896276
"ENST00000327668","P51523","ZNF84","hsa-miR-548ba",-10.8,3301,3323,0.99961090670943
"ENST00000392319","P51523","ZNF84","hsa-miR-548ba",-10.8,3301,3323,0.99961090670943
"ENST00000539354","P51523","ZNF84","hsa-miR-548ba",-10.8,3301,3323,0.99961090670943
"ENST00000274140","O60337","MARCH6","hsa-miR-548ba",-10.9,6389,6403,0.999608064367195
"ENST00000330688","P10826","RARB","hsa-miR-548ba",-8.9,1257,1271,0.999608064367195
"ENST00000400454","O60469","DSCAM","hsa-miR-548ba",-11.2,1970,1987,0.999608064367195
"ENST00000437042","P10826","RARB","hsa-miR-548ba",-8.9,1257,1271,0.999608064367195
"ENST00000458646","P10826","RARB","hsa-miR-548ba",-8.9,1257,1271,0.999608064367195
"ENST00000578049","O75396","SEC22B","hsa-miR-548ba",-9.7,5889,5903,0.999608064367195
"ENST00000415884","C9K074","CBLL1","hsa-let-7b-3p",-13.31,21,54,0.999607146058427
"ENST00000553300","P07910","HNRNPC","hsa-let-7b-3p",-11.1,269,280,0.999607146058427
"ENST00000526355","P33402","GUCY1A2","hsa-miR-548ba",-10.1,11871,11889,0.999605712179513
"ENST00000239231","Q9H999","PANK3","hsa-miR-548ba",-9.74,8945,8970,0.999604460573952
"ENST00000256425","Q9BYG7","MRO","hsa-miR-548ba",-11.29,4075,4117,0.999604460573952
"ENST00000263713","Q9HCM4","EPB41L5","hsa-miR-548ba",-10.75,3987,4029,0.999604460573952
"ENST00000299308","Q14DG7","TMEM132B","hsa-miR-548ba",-8.45,7485,7522,0.999604460573952
"ENST00000319432","F8W9X7","CCDC93","hsa-miR-548ba",-13.2,4677,4716,0.999604460573952
"ENST00000376300","Q567U6","CCDC93","hsa-miR-548ba",-13.2,4677,4716,0.999604460573952
"ENST00000398439","Q9BYG7","MRO","hsa-miR-548ba",-11.29,4075,4117,0.999604460573952
"ENST00000420217","F8WFC0","FAM185A","hsa-miR-548ba",-11.44,1457,1493,0.999604460573952
"ENST00000442873","Q8N0U4","FAM185A","hsa-miR-548ba",-11.44,1457,1493,0.999604460573952
"ENST00000452780","Q9HCM4","EPB41L5","hsa-miR-548ba",-10.75,3987,4029,0.999604460573952
"ENST00000556492","Q147X3","NAA30","hsa-miR-548ba",-10.11,6224,6264,0.999604460573952
"ENST00000613307","Q14DG7","TMEM132B","hsa-miR-548ba",-8.45,7485,7522,0.999604460573952
"ENST00000614506","A0A087WUF5","NBPF11","hsa-miR-548ba",-12.47,2424,2458,0.999604460573952
"ENST00000679544",NA,NA,"hsa-let-7b-5p",-14.6,5092,5119,0.999604460573952
"ENST00000682704",NA,NA,"hsa-miR-548ba",-8.45,7485,7522,0.999604460573952
"ENST00000379510","Q8WXI2","CNKSR2","hsa-let-7b-3p",-14.06,54,80,0.999603729114676
"ENST00000425654","Q8WXI2","CNKSR2","hsa-let-7b-3p",-14.06,54,80,0.999603729114676
"ENST00000644295",NA,NA,"hsa-let-7b-3p",-14.06,54,80,0.999603729114676
"ENST00000644585",NA,NA,"hsa-let-7b-3p",-14.06,54,80,0.999603729114676
"ENST00000645245",NA,NA,"hsa-let-7b-3p",-14.06,54,80,0.999603729114676
"ENST00000228567","Q6XYQ8","SYT10","hsa-let-7b-5p",-19.1,1593,1631,0.999602655047595
"ENST00000244040","Q9UL26","RAB22A","hsa-let-7b-5p",-16.06,1274,1345,0.999602655047595
"ENST00000256429","Q9UBB5","MBD2","hsa-let-7b-5p",-15.09,2459,2504,0.999602655047595
"ENST00000257770","P21589","NT5E","hsa-let-7b-5p",-19.91,918,965,0.999602655047595
"ENST00000263733","O75063","FAM20B","hsa-let-7b-3p",-15.27,2118,2160,0.999602655047595
