transcript	miRNAs	numberMiRNAs
ENST00000581407.6	hsa-miR-548ba	1
ENST00000409214.5	hsa-let-7b-3p	1
ENST00000396204.2	hsa-miR-548ba	1
ENST00000644255.1	hsa-miR-548ba	1
ENST00000682025.1	hsa-let-7b-3p	1
ENST00000673942.1	hsa-miR-548ba	1
ENST00000308497.9	hsa-let-7b-5p	1
ENST00000451301.5	hsa-let-7b-3p	1
ENST00000681408.1	hsa-miR-548ba	1
ENST00000413379.7	hsa-miR-548ba	1
ENST00000336273.8	hsa-miR-548ba	1
ENST00000680844.1	hsa-miR-548ba	1
ENST00000680768.2	hsa-let-7b-5p	1
ENST00000372435.10	hsa-miR-548ba	1
ENST00000576019.6	hsa-let-7b-3p	1
ENST00000211998.10	hsa-let-7b-3p	1
ENST00000377474.4	hsa-let-7b-3p	1
ENST00000016946.8	hsa-let-7b-5p	1
ENST00000503462.3	hsa-let-7b-3p	1
ENST00000435232.5	hsa-let-7b-3p	1
ENST00000678170.1	hsa-miR-548ba	1
ENST00000647401.1	hsa-miR-548ba	1
ENST00000678094.1	hsa-miR-548ba	1
ENST00000360270.7	hsa-let-7b-5p	1
ENST00000404789.8	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000426997.5	hsa-miR-548ba	1
ENST00000627715.1	hsa-miR-548ba	1
ENST00000575100.2	hsa-miR-548ba	1
ENST00000269439.12	hsa-let-7b-3p	1
ENST00000409547.5	hsa-let-7b-3p	1
ENST00000381861.7	hsa-miR-548ba	1
ENST00000436636.7	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000374329.1	hsa-miR-548ba	1
ENST00000264258.8	hsa-miR-548ba	1
ENST00000681817.1	hsa-miR-548ba	1
ENST00000537178.5	hsa-miR-548ba	1
ENST00000656825.1	hsa-miR-548ba	1
ENST00000242505.11	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000277905.6	hsa-let-7b-5p	1
ENST00000061240.7	hsa-miR-548ba	1
ENST00000557010.5	hsa-let-7b-3p	1
ENST00000451558.5	hsa-miR-548ba	1
ENST00000265814.4	hsa-let-7b-5p	1
ENST00000423981.1	hsa-let-7b-5p	1
ENST00000315183.11	hsa-let-7b-3p	1
ENST00000371313.2	hsa-let-7b-3p	1
ENST00000245680.7	hsa-miR-548ba	1
ENST00000367912.6	hsa-miR-548ba	1
ENST00000629305.2	hsa-let-7b-3p	1
ENST00000441488.6	hsa-let-7b-5p	1
ENST00000618548.4	hsa-miR-548ba	1
ENST00000424091.2	hsa-miR-548ba	1
ENST00000309955.8	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000369857.9	hsa-let-7b-3p	1
ENST00000680746.1	hsa-let-7b-3p	1
ENST00000630961.1	hsa-let-7b-3p	1
ENST00000431016.6	hsa-miR-548ba	1
ENST00000447802.3	hsa-miR-548ba	1
ENST00000374791.7	hsa-miR-548ba	1
ENST00000231061.9	hsa-miR-548ba	1
ENST00000439706.5	hsa-miR-548ba	1
ENST00000517476.5	hsa-let-7b-5p	1
ENST00000330295.10	hsa-let-7b-5p	1
ENST00000358821.8	hsa-miR-548ba	1
ENST00000644642.1	hsa-miR-548ba	1
ENST00000221784.8	hsa-miR-548ba	1
ENST00000397056.1	hsa-miR-548ba	1
ENST00000610343.5	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000422426.5	hsa-let-7b-3p	1
ENST00000677379.1	hsa-miR-548ba	1
ENST00000640017.1	hsa-miR-548ba	1
ENST00000539253.5	hsa-let-7b-5p	1
ENST00000637233.1	hsa-let-7b-3p	1
ENST00000395799.8	hsa-let-7b-3p	1
ENST00000378501.2	hsa-let-7b-3p	1
ENST00000639330.3	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000650134.1	hsa-let-7b-3p	1
ENST00000683816.1	hsa-let-7b-3p	1
ENST00000221700.11	hsa-let-7b-5p	1
ENST00000377808.9	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000377861.4	hsa-let-7b-5p	1
ENST00000441542.7	hsa-let-7b-5p	1
ENST00000292782.9	hsa-miR-548ba	1
ENST00000673822.2	hsa-let-7b-3p	1
ENST00000651614.1	hsa-miR-548ba	1
ENST00000297540.5	hsa-let-7b-3p	1
ENST00000282908.10	hsa-miR-548ba	1
ENST00000681265.1	hsa-let-7b-3p	1
ENST00000492807.6	hsa-miR-548ba	1
ENST00000675843.1	hsa-miR-548ba	1
ENST00000422911.6	hsa-let-7b-3p	1
ENST00000587502.2	hsa-let-7b-3p	1
ENST00000428210.5	hsa-miR-548ba	1
ENST00000534980.7	hsa-let-7b-3p	1
ENST00000319974.6	hsa-miR-548ba	1
ENST00000430430.5	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000340417.8	hsa-let-7b-3p	1
ENST00000679961.1	hsa-let-7b-3p	1
ENST00000266742.9	hsa-miR-548ba	1
ENST00000379375.6	hsa-let-7b-5p	1
ENST00000272164.6	hsa-let-7b-5p	1
ENST00000255192.8	hsa-miR-548ba	1
ENST00000555148.5	hsa-let-7b-3p	1
ENST00000360150.9	hsa-let-7b-5p	1
ENST00000508024.1	hsa-let-7b-5p	1
ENST00000432299.6	hsa-miR-548ba	1
ENST00000409480.5	hsa-let-7b-3p	1
ENST00000461508.5	hsa-miR-548ba	1
ENST00000679530.1	hsa-miR-548ba	1
ENST00000647129.1	hsa-miR-548ba	1
ENST00000649226.1	hsa-let-7b-5p	1
ENST00000643927.1	hsa-let-7b-3p	1
ENST00000537058.5	hsa-miR-548ba	1
ENST00000681674.1	hsa-let-7b-3p	1
ENST00000679378.1	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000630001.4	hsa-let-7b-3p	1
ENST00000325881.9	hsa-let-7b-3p	1
ENST00000683718.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000262894.11	hsa-let-7b-3p	1
ENST00000553612.6	hsa-let-7b-3p	1
ENST00000478381.5	hsa-let-7b-3p	1
ENST00000312196.10	hsa-miR-548ba	1
ENST00000542931.6	hsa-miR-548ba	1
ENST00000673724.1	hsa-miR-548ba	1
ENST00000621341.1	hsa-miR-548ba	1
ENST00000373191.9	hsa-miR-548ba	1
ENST00000394805.8	hsa-let-7b-3p	1
ENST00000328111.6	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000645494.1	hsa-let-7b-5p	1
ENST00000505719.1	hsa-let-7b-3p	1
ENST00000592763.5	hsa-let-7b-3p	1
ENST00000513238.5	hsa-miR-548ba	1
ENST00000374618.7	hsa-miR-548ba	1
ENST00000414717.5	hsa-let-7b-5p	1
ENST00000679863.1	hsa-let-7b-5p	1
ENST00000297107.11	hsa-miR-548ba	1
ENST00000460006.6	hsa-let-7b-3p	1
ENST00000381998.8	hsa-let-7b-5p	1
ENST00000359242.7	hsa-let-7b-5p	1
ENST00000261530.12	hsa-miR-548ba	1
ENST00000367262.4	hsa-let-7b-3p	1
ENST00000369306.8	hsa-let-7b-5p	1
ENST00000292535.12	hsa-let-7b-5p	1
ENST00000425020.6	hsa-miR-548ba	1
ENST00000677335.1	hsa-let-7b-3p	1
ENST00000551848.1	hsa-miR-548ba	1
ENST00000393658.6	hsa-miR-548ba	1
ENST00000374088.8	hsa-let-7b-5p	1
ENST00000531737.5	hsa-let-7b-5p	1
ENST00000676771.1	hsa-miR-548ba	1
ENST00000302118.5	hsa-miR-548ba	1
ENST00000561540.2	hsa-let-7b-5p	1
ENST00000376208.6	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000400075.4	hsa-miR-548ba	1
ENST00000681652.1	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000329008.9	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000344526.10	hsa-miR-548ba	1
ENST00000591639.5	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000416284.8	hsa-let-7b-5p	1
ENST00000681576.1	hsa-let-7b-3p	1
ENST00000637037.1	hsa-miR-548ba	1
ENST00000341421.7	hsa-miR-548ba	1
ENST00000450852.8	hsa-miR-548ba	1
ENST00000576263.5	hsa-let-7b-3p	1
ENST00000371072.8	hsa-let-7b-3p	1
ENST00000614189.4	hsa-let-7b-3p	1
ENST00000674167.1	hsa-let-7b-3p	1
ENST00000305596.8	hsa-miR-548ba	1
ENST00000673626.1	hsa-let-7b-3p	1
ENST00000590720.6	hsa-miR-548ba	1
ENST00000628523.3	hsa-let-7b-3p	1
ENST00000680604.1	hsa-miR-548ba	1
ENST00000244769.8	hsa-miR-548ba	1
ENST00000413139.2	hsa-miR-548ba	1
ENST00000647516.1	hsa-miR-548ba	1
ENST00000066544.8	hsa-miR-548ba	1
ENST00000644855.1	hsa-let-7b-5p	1
ENST00000528015.5	hsa-let-7b-5p	1
ENST00000629980.2	hsa-miR-548ba	1
ENST00000512576.3	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000635349.1	hsa-let-7b-3p	1
ENST00000378714.8	hsa-let-7b-3p	1
ENST00000617411.2	hsa-let-7b-3p	1
ENST00000394253.7	hsa-miR-548ba	1
ENST00000429471.6	hsa-let-7b-3p	1
ENST00000530235.1	hsa-miR-548ba	1
ENST00000617335.4	hsa-miR-548ba	1
ENST00000369208.8	hsa-let-7b-3p	1
ENST00000518738.2	hsa-let-7b-5p	1
ENST00000337006.8	hsa-miR-548ba	1
ENST00000414165.6	hsa-miR-548ba	1
ENST00000682095.1	hsa-miR-548ba	1
ENST00000409284.1	hsa-miR-548ba	1
ENST00000534277.5	hsa-miR-548ba	1
ENST00000684192.1	hsa-let-7b-3p	1
ENST00000680990.1	hsa-miR-548ba	1
ENST00000521645.5	hsa-miR-548ba	1
ENST00000611582.5	hsa-let-7b-5p	1
ENST00000555868.2	hsa-let-7b-3p	1
ENST00000641332.1	hsa-let-7b-5p	1
ENST00000415569.5	hsa-let-7b-3p	1
ENST00000683499.1	hsa-miR-548ba	1
ENST00000647849.1	hsa-let-7b-3p	1
ENST00000561011.5	hsa-let-7b-5p	1
ENST00000269499.10	hsa-miR-548ba	1
ENST00000641256.1	hsa-miR-548ba	1
ENST00000640715.1	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000675701.1	hsa-let-7b-5p	1
ENST00000395226.6	hsa-let-7b-3p	1
ENST00000247461.9	hsa-let-7b-3p	1
ENST00000503479.6	hsa-let-7b-3p	1
ENST00000678263.1	hsa-miR-548ba	1
ENST00000443345.2	hsa-miR-548ba	1
ENST00000611151.5	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000282570.4	hsa-miR-548ba	1
ENST00000324823.10	hsa-miR-548ba	1
ENST00000539799.5	hsa-miR-548ba	1
ENST00000639952.1	hsa-miR-548ba	1
ENST00000633306.1	hsa-miR-548ba	1
ENST00000422617.7	hsa-miR-548ba	1
ENST00000276571.5	hsa-let-7b-3p	1
ENST00000534686.5	hsa-miR-548ba	1
ENST00000649492.1	hsa-let-7b-5p	1
ENST00000615216.4	hsa-let-7b-3p	1
ENST00000219400.8	hsa-miR-548ba	1
ENST00000372023.7	hsa-let-7b-3p	1
ENST00000236698.9	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000541664.5	hsa-miR-548ba	1
ENST00000451727.2	hsa-let-7b-3p	1
ENST00000611938.4	hsa-let-7b-3p	1
ENST00000619410.4	hsa-miR-548ba	1
ENST00000671916.1	hsa-miR-548ba	1
ENST00000409262.8	hsa-let-7b-5p	1
ENST00000396252.6	hsa-miR-548ba	1
ENST00000475956.5	hsa-miR-548ba	1
ENST00000433713.5	hsa-let-7b-3p	1
ENST00000512123.4	hsa-let-7b-5p	1
ENST00000467067.1	hsa-let-7b-3p	1
ENST00000567990.5	hsa-let-7b-5p	1
ENST00000416240.6	hsa-miR-548ba	1
ENST00000681456.1	hsa-miR-548ba	1
ENST00000555846.2	hsa-miR-548ba,hsa-let-7b-3p,hsa-let-7b-5p	3
ENST00000367929.3	hsa-miR-548ba	1
ENST00000611507.4	hsa-miR-548ba	1
ENST00000472940.5	hsa-let-7b-5p	1
ENST00000680892.1	hsa-miR-548ba	1
ENST00000641310.1	hsa-miR-548ba	1
ENST00000360772.7	hsa-let-7b-3p	1
ENST00000330430.10	hsa-miR-548ba	1
ENST00000374907.7	hsa-miR-548ba	1
ENST00000393160.7	hsa-let-7b-3p	1
ENST00000382927.3	hsa-miR-548ba	1
ENST00000316157.8	hsa-miR-548ba	1
ENST00000333129.4	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000374884.3	hsa-miR-548ba	1
ENST00000457511.7	hsa-let-7b-3p	1
ENST00000564845.5	hsa-let-7b-3p	1
ENST00000643255.1	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000681025.1	hsa-miR-548ba	1
ENST00000269518.9	hsa-miR-548ba	1
ENST00000321582.11	hsa-miR-548ba	1
ENST00000648013.1	hsa-miR-548ba	1
ENST00000457359.5	hsa-let-7b-5p	1
ENST00000347364.7	hsa-let-7b-5p	1
ENST00000309594.5	hsa-miR-548ba	1
ENST00000652755.1	hsa-miR-548ba	1
ENST00000377038.8	hsa-miR-548ba	1
ENST00000681941.1	hsa-miR-548ba	1
ENST00000243189.12	hsa-let-7b-3p	1
ENST00000373836.4	hsa-let-7b-5p	1
ENST00000342251.7	hsa-let-7b-3p	1
ENST00000237380.12	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000614630.4	hsa-miR-548ba	1
ENST00000258884.5	hsa-miR-548ba	1
ENST00000639423.1	hsa-miR-548ba	1
ENST00000371361.3	hsa-let-7b-3p	1
ENST00000531519.5	hsa-let-7b-5p	1
ENST00000392952.7	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000676553.1	hsa-miR-548ba	1
ENST00000458385.7	hsa-let-7b-3p	1
ENST00000673892.1	hsa-let-7b-3p	1
ENST00000681434.1	hsa-let-7b-5p	1
ENST00000367884.6	hsa-miR-548ba	1
ENST00000543733.5	hsa-miR-548ba	1
ENST00000403510.8	hsa-let-7b-3p	1
ENST00000262717.9	hsa-miR-548ba	1
ENST00000432899.5	hsa-miR-548ba	1
ENST00000399655.6	hsa-miR-548ba	1
ENST00000683379.1	hsa-miR-548ba	1
ENST00000392521.7	hsa-miR-548ba	1
ENST00000299613.10	hsa-miR-548ba	1
ENST00000374786.5	hsa-miR-548ba	1
ENST00000597636.5	hsa-miR-548ba	1
ENST00000358780.10	hsa-miR-548ba	1
ENST00000370290.7	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000651177.1	hsa-miR-548ba	1
ENST00000503359.5	hsa-miR-548ba	1
ENST00000465357.6	hsa-let-7b-5p	1
ENST00000265000.9	hsa-miR-548ba	1
ENST00000653274.1	hsa-miR-548ba	1
ENST00000393925.7	hsa-let-7b-3p	1
ENST00000274278.8	hsa-miR-548ba	1
ENST00000639756.1	hsa-miR-548ba	1
ENST00000388968.8	hsa-miR-548ba	1
ENST00000420377.6	hsa-let-7b-5p	1
ENST00000240055.8	hsa-miR-548ba	1
ENST00000409573.7	hsa-let-7b-3p	1
ENST00000682460.1	hsa-miR-548ba	1
ENST00000674865.1	hsa-miR-548ba	1
ENST00000332112.8	hsa-let-7b-3p	1
ENST00000622429.1	hsa-let-7b-5p	1
ENST00000379090.9	hsa-let-7b-5p	1
ENST00000640141.1	hsa-let-7b-3p	1
ENST00000374279.4	hsa-let-7b-5p	1
ENST00000684481.1	hsa-miR-548ba	1
ENST00000637304.1	hsa-miR-548ba	1
ENST00000378473.9	hsa-let-7b-3p	1
ENST00000359741.10	hsa-miR-548ba	1
ENST00000639401.1	hsa-miR-548ba	1
ENST00000552225.1	hsa-let-7b-3p	1
ENST00000648755.1	hsa-miR-548ba	1
ENST00000650182.1	hsa-let-7b-3p	1
ENST00000380693.8	hsa-miR-548ba	1
ENST00000683788.1	hsa-let-7b-3p	1
ENST00000295491.9	hsa-let-7b-3p	1
ENST00000490910.5	hsa-miR-548ba	1
ENST00000376021.8	hsa-let-7b-3p	1
ENST00000358309.3	hsa-let-7b-3p	1
ENST00000431397.5	hsa-let-7b-3p	1
ENST00000619138.4	hsa-miR-548ba	1
ENST00000315927.9	hsa-let-7b-5p	1
ENST00000673817.1	hsa-let-7b-3p	1
ENST00000541113.6	hsa-miR-548ba	1
ENST00000280904.11	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000563169.7	hsa-let-7b-5p	1
ENST00000450536.7	hsa-miR-548ba	1
ENST00000222543.11	hsa-miR-548ba	1
ENST00000616122.5	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000682816.1	hsa-miR-548ba	1
ENST00000559844.6	hsa-miR-548ba	1
ENST00000355194.8	hsa-miR-548ba	1
ENST00000264716.9	hsa-let-7b-3p	1
ENST00000613385.4	hsa-miR-548ba	1
ENST00000432522.5	hsa-let-7b-5p	1
ENST00000402696.9	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000318312.12	hsa-miR-548ba	1
ENST00000404816.7	hsa-let-7b-3p	1
ENST00000675407.1	hsa-let-7b-3p	1
ENST00000296464.9	hsa-miR-548ba	1
ENST00000370139.1	hsa-miR-548ba	1
ENST00000492348.6	hsa-miR-548ba	1
ENST00000261700.8	hsa-miR-548ba	1
ENST00000677481.1	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000674767.1	hsa-let-7b-5p	1
ENST00000447245.6	hsa-miR-548ba	1
ENST00000679525.1	hsa-let-7b-3p	1
ENST00000541522.5	hsa-miR-548ba	1
ENST00000629588.2	hsa-let-7b-3p	1
ENST00000683842.1	hsa-miR-548ba,hsa-let-7b-3p,hsa-let-7b-5p	3
ENST00000678885.1	hsa-let-7b-3p	1
ENST00000336557.9	hsa-miR-548ba	1
ENST00000380618.5	hsa-let-7b-3p	1
ENST00000683766.1	hsa-miR-548ba	1
ENST00000526495.6	hsa-miR-548ba	1
ENST00000629233.3	hsa-let-7b-3p	1
ENST00000458265.2	hsa-let-7b-5p	1
ENST00000283249.7	hsa-miR-548ba	1
ENST00000615891.2	hsa-let-7b-3p	1
ENST00000440875.6	hsa-miR-548ba	1
ENST00000397491.6	hsa-miR-548ba	1
ENST00000377403.7	hsa-let-7b-5p	1
ENST00000336126.6	hsa-let-7b-3p	1
ENST00000677913.1	hsa-miR-548ba	1
ENST00000377327.8	hsa-miR-548ba	1
ENST00000636135.1	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000679934.1	hsa-miR-548ba	1
ENST00000392325.9	hsa-miR-548ba	1
ENST00000447578.6	hsa-miR-548ba	1
ENST00000684739.1	hsa-miR-548ba	1
ENST00000392249.6	hsa-miR-548ba	1
ENST00000367257.8	hsa-miR-548ba	1
ENST00000449599.4	hsa-miR-548ba	1
ENST00000645058.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000398540.8	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000354200.5	hsa-miR-548ba	1
ENST00000369278.5	hsa-let-7b-5p	1
ENST00000253506.9	hsa-let-7b-3p	1
ENST00000262067.5	hsa-miR-548ba	1
ENST00000368790.4	hsa-let-7b-5p	1
ENST00000648711.1	hsa-miR-548ba	1
ENST00000642042.1	hsa-let-7b-5p	1
ENST00000495880.2	hsa-let-7b-3p	1
ENST00000495827.3	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000641501.1	hsa-miR-548ba	1
ENST00000367506.10	hsa-let-7b-5p	1
ENST00000483235.5	hsa-let-7b-3p	1
ENST00000477813.5	hsa-let-7b-3p	1
ENST00000381260.7	hsa-let-7b-3p	1
ENST00000242872.7	hsa-miR-548ba	1
ENST00000562939.1	hsa-miR-548ba	1
ENST00000229971.2	hsa-miR-548ba	1
ENST00000569771.5	hsa-let-7b-5p	1
ENST00000680652.1	hsa-miR-548ba	1
ENST00000620674.1	hsa-miR-548ba	1
ENST00000389798.7	hsa-let-7b-3p	1
ENST00000675695.1	hsa-let-7b-5p	1
ENST00000359646.1	hsa-let-7b-3p	1
ENST00000369763.5	hsa-let-7b-3p	1
ENST00000064571.3	hsa-miR-548ba	1
ENST00000610703.4	hsa-let-7b-3p	1
ENST00000587354.6	hsa-let-7b-5p	1
ENST00000535419.2	hsa-let-7b-5p	1
ENST00000436951.6	hsa-let-7b-3p	1
ENST00000651111.1	hsa-miR-548ba	1
ENST00000647488.1	hsa-miR-548ba	1
ENST00000637570.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000432326.5	hsa-let-7b-5p	1
ENST00000356554.7	hsa-miR-548ba	1
ENST00000554611.5	hsa-miR-548ba	1
ENST00000642375.2	hsa-miR-548ba	1
ENST00000549578.6	hsa-miR-548ba	1
ENST00000254101.4	hsa-let-7b-3p	1
ENST00000338965.9	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000369256.6	hsa-miR-548ba	1
ENST00000344387.9	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000391587.3	hsa-miR-548ba	1
ENST00000671986.2	hsa-miR-548ba	1
ENST00000288466.11	hsa-miR-548ba	1
ENST00000592282.1	hsa-miR-548ba	1
ENST00000679405.1	hsa-miR-548ba	1
ENST00000401604.8	hsa-miR-548ba	1
ENST00000649078.1	hsa-miR-548ba	1
ENST00000282223.11	hsa-miR-548ba	1
ENST00000399922.6	hsa-miR-548ba	1
ENST00000378179.9	hsa-miR-548ba	1
ENST00000286657.10	hsa-let-7b-3p	1
ENST00000680985.1	hsa-let-7b-3p	1
ENST00000403625.6	hsa-miR-548ba	1
ENST00000332810.4	hsa-let-7b-5p	1
ENST00000236137.10	hsa-miR-548ba	1
ENST00000338458.8	hsa-let-7b-3p	1
ENST00000515770.2	hsa-let-7b-3p	1
ENST00000581094.5	hsa-miR-548ba	1
ENST00000229314.10	hsa-miR-548ba	1
ENST00000503626.5	hsa-miR-548ba	1
ENST00000676237.1	hsa-let-7b-5p	1
ENST00000650903.2	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000359624.7	hsa-let-7b-3p	1
ENST00000662895.1	hsa-miR-548ba	1
ENST00000263071.9	hsa-let-7b-3p	1
ENST00000320567.6	hsa-miR-548ba	1
ENST00000512701.6	hsa-miR-548ba	1
ENST00000334679.4	hsa-miR-548ba	1
ENST00000374622.3	hsa-miR-548ba	1
ENST00000540331.1	hsa-let-7b-3p	1
ENST00000423282.2	hsa-miR-548ba	1
ENST00000677694.1	hsa-let-7b-3p	1
ENST00000332303.6	hsa-let-7b-5p	1
ENST00000337273.10	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000537471.5	hsa-miR-548ba	1
ENST00000414645.6	hsa-miR-548ba	1
ENST00000612702.4	hsa-miR-548ba	1
ENST00000618001.4	hsa-miR-548ba	1
ENST00000348990.9	hsa-let-7b-3p	1
ENST00000400457.3	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000328902.9	hsa-miR-548ba	1
ENST00000591998.6	hsa-miR-548ba	1
ENST00000674625.1	hsa-miR-548ba	1
ENST00000431664.6	hsa-let-7b-3p	1
ENST00000677263.1	hsa-miR-548ba	1
ENST00000441728.6	hsa-miR-548ba	1
ENST00000679360.1	hsa-let-7b-3p	1
ENST00000436346.7	hsa-miR-548ba	1
ENST00000682068.1	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000228318.8	hsa-let-7b-5p	1
ENST00000404220.7	hsa-let-7b-3p	1
ENST00000623646.3	hsa-miR-548ba	1
ENST00000683624.1	hsa-miR-548ba	1
ENST00000353364.7	hsa-miR-548ba	1
ENST00000448507.5	hsa-let-7b-3p	1
ENST00000680963.1	hsa-miR-548ba	1
ENST00000448484.5	hsa-let-7b-3p	1
ENST00000549049.5	hsa-miR-548ba	1
ENST00000393155.6	hsa-let-7b-5p	1
ENST00000344850.8	hsa-let-7b-3p	1
ENST00000648008.1	hsa-let-7b-3p	1
ENST00000482399.5	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000628375.2	hsa-let-7b-5p	1
ENST00000391898.7	hsa-miR-548ba	1
ENST00000464909.2	hsa-miR-548ba	1
ENST00000374448.9	hsa-miR-548ba	1
ENST00000381980.9	hsa-miR-548ba	1
ENST00000673123.1	hsa-let-7b-3p	1
ENST00000264377.8	hsa-let-7b-3p	1
ENST00000681936.1	hsa-miR-548ba	1
ENST00000620123.4	hsa-miR-548ba	1
ENST00000336824.8	hsa-miR-548ba	1
ENST00000248594.11	hsa-miR-548ba	1
ENST00000393640.8	hsa-miR-548ba	1
ENST00000680025.1	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000311955.4	hsa-let-7b-3p	1
ENST00000315249.11	hsa-let-7b-3p	1
ENST00000639418.1	hsa-let-7b-3p	1
ENST00000327877.10	hsa-let-7b-3p	1
ENST00000281419.8	hsa-let-7b-3p	1
ENST00000376091.8	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000511532.5	hsa-let-7b-5p	1
ENST00000678721.1	hsa-let-7b-3p	1
ENST00000567887.5	hsa-miR-548ba	1
ENST00000561294.5	hsa-let-7b-5p	1
ENST00000304045.6	hsa-miR-548ba	1
ENST00000401408.6	hsa-let-7b-5p	1
ENST00000508596.6	hsa-miR-548ba	1
ENST00000504123.6	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000394968.2	hsa-miR-548ba	1
ENST00000403482.7	hsa-let-7b-3p	1
ENST00000381042.9	hsa-miR-548ba	1
ENST00000357460.7	hsa-miR-548ba	1
ENST00000597707.5	hsa-miR-548ba	1
ENST00000572914.2	hsa-miR-548ba	1
ENST00000550683.5	hsa-let-7b-3p	1
ENST00000376954.6	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000377495.2	hsa-miR-548ba	1
ENST00000637806.1	hsa-miR-548ba	1
ENST00000590474.7	hsa-miR-548ba	1
ENST00000381174.10	hsa-let-7b-5p	1
ENST00000401030.4	hsa-miR-548ba	1
ENST00000674936.1	hsa-miR-548ba	1
ENST00000417664.7	hsa-miR-548ba	1
ENST00000570287.6	hsa-let-7b-5p	1
ENST00000337343.9	hsa-let-7b-3p	1
ENST00000613047.4	hsa-miR-548ba	1
ENST00000684552.1	hsa-let-7b-5p	1
ENST00000512482.1	hsa-miR-548ba	1
ENST00000421981.6	hsa-let-7b-3p	1
ENST00000373344.11	hsa-let-7b-3p	1
ENST00000376447.4	hsa-miR-548ba	1
ENST00000324489.5	hsa-miR-548ba	1
ENST00000564288.5	hsa-miR-548ba	1
ENST00000394106.7	hsa-miR-548ba	1
ENST00000396203.7	hsa-let-7b-5p	1
ENST00000674429.1	hsa-miR-548ba	1
ENST00000641593.1	hsa-let-7b-3p	1
ENST00000335585.9	hsa-let-7b-3p	1
ENST00000261263.5	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000340967.3	hsa-let-7b-5p	1
ENST00000359890.8	hsa-miR-548ba	1
ENST00000536227.5	hsa-let-7b-3p	1
ENST00000421550.1	hsa-miR-548ba	1
ENST00000395487.6	hsa-miR-548ba	1
ENST00000342988.8	hsa-let-7b-3p	1
ENST00000303383.8	hsa-miR-548ba	1
ENST00000360647.9	hsa-miR-548ba	1
ENST00000647755.1	hsa-miR-548ba	1
ENST00000316161.6	hsa-miR-548ba	1
ENST00000620510.1	hsa-let-7b-3p	1
ENST00000549921.6	hsa-miR-548ba	1
ENST00000344730.7	hsa-let-7b-5p	1
ENST00000645227.1	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000394439.5	hsa-let-7b-5p	1
ENST00000540113.5	hsa-miR-548ba	1
ENST00000281806.7	hsa-miR-548ba	1
ENST00000254770.3	hsa-let-7b-3p	1
ENST00000426996.6	hsa-let-7b-3p	1
ENST00000373840.9	hsa-let-7b-3p	1
ENST00000677476.1	hsa-miR-548ba	1
ENST00000610364.4	hsa-miR-548ba	1
ENST00000295470.10	hsa-miR-548ba	1
ENST00000307017.9	hsa-let-7b-5p	1
ENST00000371667.1	hsa-miR-548ba	1
ENST00000537177.5	hsa-miR-548ba	1
