"uniprot_id","species","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_labels_network","annotation_stringdb","protein_name_uniprot","cc_function_uniprot","go_p_uniprot","go_f_uniprot","description_eggnog","preferred_name_eggnog","pfams_eggnog","interpro_description_ips","signature_description_ips","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"A0A182H959","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG024490","ANK_REP_REGION domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,"Ankyrin repeat","Ankyrin repeat","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H9A7","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG024561","Uncharacterized protein.",NA,NA,NA,"protein phosphatase regulator activity","protein phosphatase regulator activity","PPP4R1","HEAT,WRNPLPNID",NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H9B0","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG024568","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H9C6","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG024597","TFIIS N-terminal domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H9P7","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG024828","Uncharacterized protein; Belongs to the class-I aminoacyl-tRNA synthetase family.","Glutaminyl-tRNA synthetase",NA,"glutaminyl-tRNA aminoacylation","ATP binding; glutamine-tRNA ligase activity","Belongs to the class-I aminoacyl-tRNA synthetase family","QARS","tRNA-synt_1c,tRNA-synt_1c_C,tRNA_synt_1c_R1,tRNA_synt_1c_R2","Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain, N-terminal","Glutaminyl-tRNA synthetase, non-specific RNA binding region part 1","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182H9T9","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG024906","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HA21","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG025049","TPT domain-containing protein.",NA,NA,NA,NA,"Solute carrier family 35 member C2","SLC35C2","Collagen,TPT","Sugar phosphate transporter domain","Triose-phosphate Transporter family","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HA79","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG025159","SWIM-type domain-containing protein.",NA,NA,NA,"zinc ion binding","zinc ion binding","ZSWIM6",NA,"ZSWIM4-8, C-terminal","ZSWIM4-8, C-terminal","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HAA6","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG025203","Uncharacterized protein; Belongs to the cytochrome P450 family.",NA,"May be involved in the metabolism of insect hormones and in the breakdown of synthetic insecticides",NA,"heme binding; iron ion binding; monooxygenase activity; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","Cytochrome p450",NA,"p450","Cytochrome P450","Cytochrome P450","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HAA9","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG025206","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HAG7","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG025297","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HAS2","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG025470","Uncharacterized protein.","PH and SEC7 domain-containing protein 4","Guanine nucleotide exchange factor for ARF6 and ARL14/ARF7. Through ARL14 activation, controls the movement of MHC class II-containing vesicles along the actin cytoskeleton in dendritic cells. Involved in membrane recycling. Interacts with several phosphatidylinositol phosphate species, including phosphatidylinositol 3,4-bisphosphate, phosphatidylinositol 3,5-bisphosphate and phosphatidylinositol 4,5-bisphosphate","regulation of ARF protein signal transduction","guanyl-nucleotide exchange factor activity; phospholipid binding","Sec7 domain","efa-6","PDZ,PH_9,Sec7","Pleckstrin homology domain 9","Pleckstrin homology domain","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HAT0","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG025481","Ribosomal_L7Ae domain-containing protein.",NA,NA,NA,"mRNA 3'-UTR binding; ribonucleoprotein complex binding; selenocysteine insertion sequence binding","Ribosomal protein L7Ae/L30e/S12e/Gadd45 family","SECISBP2L","Ribosomal_L7Ae","Ribosomal protein eL8/eL30/eS12/Gadd45","Ribosomal protein L7Ae/L30e/S12e/Gadd45 family","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HAW0","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG025542","Integrase catalytic domain-containing protein.",NA,NA,"DNA integration","nucleic acid binding","K02A2.6-like",NA,"RVT_1,rve","Integrase, catalytic core","Integrase core domain","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HB08","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG025628","Uncharacterized protein.",NA,NA,NA,NA,"transposition, RNA-mediated",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HB25","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG025658","Uncharacterized protein.",NA,NA,"DNA biosynthetic process","nucleic acid binding; RNA-DNA hybrid ribonuclease activity",NA,NA,NA,"Ribonuclease H domain","RNase H","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HB57","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG025714","HATPase_c domain-containing protein.","Heat shock protein 83",NA,NA,"ATP binding; ATP hydrolysis activity; ATP-dependent protein folding chaperone; unfolded protein binding","Heat shock protein","HSP90AB1","HATPase_c,HSP90",NA,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HB86","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG025782","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HBD0","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG025859","MI domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HBL3","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG026001","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HBY3","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG026212","PPM-type phosphatase domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HBZ8","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG026228","IRO domain-containing protein.",NA,NA,"regulation of DNA-templated transcription","DNA binding","Sequence-specific DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated","IRX4","Homeobox_KN",NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HC20","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG026289","WD_REPEATS_REGION domain-containing protein.",NA,NA,NA,NA,"WD40 repeats","WDR70","WD40","WD40 repeat","WD domain, G-beta repeat","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HC61","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG026368","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HC72","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG026396","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HC76","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG026400","Calpain catalytic domain-containing protein; Belongs to the peptidase C2 family.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HC86","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG026423","BHLH domain-containing protein.",NA,NA,NA,"protein dimerization activity","helix loop helix domain","MYC","HLH,Myc-LZ,Myc_N","Myc-type, basic helix-loop-helix (bHLH) domain","Helix-loop-helix DNA-binding domain","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HC90","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG026429","Dolichol phosphate-mannose biosynthesis regulatory protein; Regulatory subunit of the dolichol-phosphate mannose (DPM) synthase complex; essential for the ER localization. Belongs to the DPM2 family.","Dolichol phosphate-mannose biosynthesis regulatory protein","Regulates the biosynthesis of dolichol phosphate-mannose. Regulatory subunit of the dolichol-phosphate mannose (DPM) synthase complex; essential for the ER localization and stable expression of DPM1. Part of the glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex that catalyzes the transfer of N-acetylglucosamine from UDP-N-acetylglucosamine to phosphatidylinositol and participates in the first step of GPI biosynthesis. May act by regulating the GPI-GNT complex","dolichol metabolic process; dolichol phosphate mannose biosynthetic process; GPI anchor biosynthetic process; protein glycosylation","enzyme regulator activity","Dolichol phosphate-mannose biosynthesis regulatory protein (DPM2)",NA,"DPM2","Dolichol phosphate-mannose biosynthesis regulatory","Dolichol phosphate-mannose biosynthesis regulatory protein (DPM2)","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HCF0","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG026525","C3H1-type domain-containing protein.",NA,NA,NA,"mRNA binding; RNA endonuclease activity; zinc ion binding","Zc3h12a-like Ribonuclease NYN domain","ZC3H12C","RNase_Zc3h12a","Rege-1, UBA-like domain","UBA-like domain","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HCS9","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG026758","Reverse transcriptase Ty1/copia-type domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HCT5","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG026764","Uncharacterized protein.",NA,NA,NA,NA,NA,"PLEKHA5","PH","Pleckstrin homology domain-containing family A member 4-7, TBCA domain","PH domain-containing proteins, TBCA domain","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HD84","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG027041","Uncharacterized protein.",NA,NA,"protein stabilization","adenyl-nucleotide exchange factor activity; protein-folding chaperone binding","BAG family molecular chaperone regulator","BAG2",NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HDC0","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG027114","Reverse transcriptase domain-containing protein.",NA,NA,"DNA biosynthetic process; proteolysis","aspartic-type endopeptidase activity","K02A2.6-like",NA,"Asp_protease_2,RVT_1,rve,zf-CCHC","Reverse transcriptase domain","Reverse transcriptase (RNA-dependent DNA polymerase)","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HDC1","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG027115","Poly(A) polymerase; Polymerase that creates the 3'-poly(A) tail of mRNA's.","Poly(A) polymerase","Polymerase that creates the 3'-poly(A) tail of mRNA's","mRNA processing; RNA 3'-end processing","ATP binding; metal ion binding; poly(A) RNA polymerase activity; RNA binding","Polymerase","hrg","NTP_transf_2,PAP_RNA-bind,PAP_central","Poly(A) polymerase, RNA-binding domain","Poly(A) polymerase predicted RNA binding domain","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HDE5","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG027144","RING-type domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HDF6","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG027168","MYND-type domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HDG6","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG027188","PAT1 domain-containing protein.","mRNA decay factor PAT1 domain-containing protein",NA,"deadenylation-dependent decapping of nuclear-transcribed mRNA; P-body assembly","RNA binding","deadenylation-dependent decapping of nuclear-transcribed mRNA","PATL1","PAT1","mRNA decay factor PAT1 domain","Topoisomerase II-associated protein PAT1","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HDI8","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG027228","Reverse transcriptase domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HDJ1","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG027237","Uncharacterized protein.",NA,NA,"DNA biosynthetic process","nucleic acid binding; RNA-DNA hybrid ribonuclease activity",NA,NA,NA,"Endonuclease/exonuclease/phosphatase","Endonuclease-reverse transcriptase","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HDN9","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG027349","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HDP9","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG027379","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HDQ7","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG027396","Uncharacterized protein.","GDP-fucose protein O-fucosyltransferase 1",NA,"fucose metabolic process; Notch signaling pathway","peptide-O-fucosyltransferase activity","GDP-fucose protein O-fucosyltransferase","O-fut1","O-FucT","GDP-fucose protein O-fucosyltransferase","GDP-fucose protein O-fucosyltransferase","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HE06","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG018728","Uncharacterized protein.","Actin-binding cytoskeleton protein filamin",NA,"actin cytoskeleton organization","actin filament binding","Filamin-type immunoglobulin domains","cher","CH,Filamin","Filamin/ABP280 repeat-like","Filamin/ABP280 repeat","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HE33","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG027635","TROVE domain-containing protein.",NA,NA,NA,"metal ion binding; RNA binding","Ro ribonucleoprotein autoantigen","TROVE2","TROVE","RNA-binding protein RO60, vWA domain","Ro60 vWA domain","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HE88","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG027723","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HE94","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG027730","MIF4G domain-containing protein.",NA,NA,NA,"mRNA binding; translation initiation factor activity","Middle domain of eukaryotic initiation factor 4G (eIF4G)","EIF4G3","MA3,MIF4G,W2","MIF4G-like, type 3","MIF4G domain","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HEB8","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG027786","Uncharacterized protein.",NA,NA,NA,NA,"zinc finger binding to DNA consensus sequence [AT]GATA[AG]","GATA4","GATA,GATA-N",NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HEH2","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG027878","Rab-GAP TBC domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HEI5","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG015806","Uncharacterized protein.","Reverse transcriptase domain-containing protein",NA,"DNA biosynthetic process; proteolysis","aspartic-type endopeptidase activity","K02A2.6-like",NA,"Asp_protease_2,RVT_1,rve,zf-CCHC","Reverse transcriptase domain","Reverse transcriptase (RNA-dependent DNA polymerase)","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HEJ7","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG027949","PAS domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HEP5","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG028043","Protein kinase domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HET5","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG028119","Uncharacterized protein.",NA,NA,"apoptotic process","ADP binding","WD40 repeats",NA,"ANAPC4_WD40,CARD,NB-ARC,WD40","NB-ARC","NB-ARC domain","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HET8","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG028127","C2H2-type domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HEW6","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG028181","UBIQUITIN_CONJUGAT_2 domain-containing protein.",NA,NA,NA,"ubiquitin conjugating enzyme activity","Belongs to the ubiquitin-conjugating enzyme family","UBE2O","UQ_con","UBE2O-like, SH3-B domain","UBE2O, SH3-B domain","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HEZ9","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG028242","Uncharacterized protein; Belongs to the mitochondrial carrier (TC 2.A.29) family.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HF73","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG028398","Reverse transcriptase domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182HFD9","Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"RP20_CCG028516","Fam20C domain-containing protein.",NA,NA,NA,"ATP binding; metal ion binding; protein serine/threonine kinase activity","Golgi casein kinase, C-terminal, Fam20","FAM20A","Fam20C","FAM20, C-terminal","Golgi casein kinase, C-terminal, Fam20","Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182G158","Aedes albopictus","CL:27025","DDE transposase retroviral integrase sub-family, and Reverse transcriptase/Diguanylate cyclase domain",22,183,0.53,0.47,0.0067,"RP20_CCG000451","Uncharacterized protein.",NA,NA,"DNA biosynthetic process; DNA integration","nucleic acid binding","Pao retrotransposon peptidase",NA,"DUF1759,Peptidase_A17,rve","Retrotransposon, Pao","Pao retrotransposon peptidase","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182G4I0","Aedes albopictus","CL:27025","DDE transposase retroviral integrase sub-family, and Reverse transcriptase/Diguanylate cyclase domain",22,183,0.53,0.47,0.0067,"RP20_CCG002743","Uncharacterized protein.",NA,NA,"DNA biosynthetic process","nucleic acid binding; RNA-DNA hybrid ribonuclease activity",NA,NA,NA,"Endonuclease/exonuclease/phosphatase","Endonuclease-reverse transcriptase","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182G6A9","Aedes albopictus","CL:27025","DDE transposase retroviral integrase sub-family, and Reverse transcriptase/Diguanylate cyclase domain",22,183,0.53,0.47,0.0067,"RP20_CCG003891","Uncharacterized protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Local Network Cluster String",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GB50","Aedes albopictus","CL:27025","DDE transposase retroviral integrase sub-family, and Reverse transcriptase/Diguanylate cyclase domain",22,183,0.53,0.47,0.0067,"RP20_CCG006763","Integrase catalytic domain-containing protein.",NA,NA,"DNA integration","nucleic acid binding","retrotransposable element Tf2 155 kDa protein type 1-like",NA,"RVT_1,rve","Integrase zinc-binding domain","Integrase zinc binding domain","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GBY5","Aedes albopictus","CL:27025","DDE transposase retroviral integrase sub-family, and Reverse transcriptase/Diguanylate cyclase domain",22,183,0.53,0.47,0.0067,"RP20_CCG007211","Reverse transcriptase domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Local Network Cluster String",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GBZ5","Aedes albopictus","CL:27025","DDE transposase retroviral integrase sub-family, and Reverse transcriptase/Diguanylate cyclase domain",22,183,0.53,0.47,0.0067,"RP20_CCG007238","Integrase catalytic domain-containing protein.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Local Network Cluster String",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GGV5","Aedes albopictus","CL:27025","DDE transposase retroviral integrase sub-family, and Reverse transcriptase/Diguanylate cyclase domain",22,183,0.53,0.47,0.0067,"RP20_CCG009682","Integrase catalytic domain-containing protein.",NA,NA,"DNA integration","nucleic acid binding","retrotransposable element Tf2 155 kDa protein type 1-like",NA,"RVT_1,rve,zf-H2C2","Integrase, catalytic core","Integrase core domain","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"A0A182GM03","Aedes albopictus","CL:27025","DDE transposase retroviral integrase sub-family, and Reverse transcriptase/Diguanylate cyclase domain",22,183,0.53,0.47,0.0067,"RP20_CCG012239","Integrase catalytic domain-containing protein.","RNA-directed DNA polymerase",NA,"DNA integration","nucleic acid binding","K02A2.6-like",NA,"Asp_protease_2,RVT_1,rve,zf-CCHC","Integrase, catalytic core","Integrase core domain","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
